
Label=dB(v(Vout)) vs F
LabelX=F
LabelY=dB(v(Vout))
Data Point Count=1001
F,F,F,dB(v(Vout)),dB(v(Vout))
7.4131024130092635E+002, 7.4131024130092635E+002, 0.0000000000000000E+000, 7.8135533326553599E+000, 0.0000000000000000E+000
7.4989420933246481E+002, 7.4989420933246481E+002, 0.0000000000000000E+000, 7.8946157710789713E+000, 0.0000000000000000E+000
7.5857757502919287E+002, 7.5857757502919287E+002, 0.0000000000000000E+000, 7.9753062349087749E+000, 0.0000000000000000E+000
7.6736148936182815E+002, 7.6736148936182815E+002, 0.0000000000000000E+000, 8.0556198624614446E+000, 0.0000000000000000E+000
7.7624711662870106E+002, 7.7624711662870106E+002, 0.0000000000000000E+000, 8.1355517787718572E+000, 0.0000000000000000E+000
7.8523563461008132E+002, 7.8523563461008132E+002, 0.0000000000000000E+000, 8.2150970981383438E+000, 0.0000000000000000E+000
7.9432823472429118E+002, 7.9432823472429118E+002, 0.0000000000000000E+000, 8.2942509268375737E+000, 0.0000000000000000E+000
8.0352612218562706E+002, 8.0352612218562706E+002, 0.0000000000000000E+000, 8.3730083658549113E+000, 0.0000000000000000E+000
8.1283051616410921E+002, 8.1283051616410921E+002, 0.0000000000000000E+000, 8.4513645137262543E+000, 0.0000000000000000E+000
8.2224264994708130E+002, 8.2224264994708130E+002, 0.0000000000000000E+000, 8.5293144694588907E+000, 0.0000000000000000E+000
8.3176377110268129E+002, 8.3176377110268129E+002, 0.0000000000000000E+000, 8.6068533354336267E+000, 0.0000000000000000E+000
8.4139514164520551E+002, 8.4139514164520551E+002, 0.0000000000000000E+000, 8.6839762204605702E+000, 0.0000000000000000E+000
8.5113803820238707E+002, 8.5113803820238707E+002, 0.0000000000000000E+000, 8.7606782428731762E+000, 0.0000000000000000E+000
8.6099375218461148E+002, 8.6099375218461148E+002, 0.0000000000000000E+000, 8.8369545337130671E+000, 0.0000000000000000E+000
8.7096358995609160E+002, 8.7096358995609160E+002, 0.0000000000000000E+000, 8.9128002398415553E+000, 0.0000000000000000E+000
8.8104887300802523E+002, 8.8104887300802523E+002, 0.0000000000000000E+000, 8.9882105272850055E+000, 0.0000000000000000E+000
8.9125093813375690E+002, 8.9125093813375690E+002, 0.0000000000000000E+000, 9.0631805845334750E+000, 0.0000000000000000E+000
9.0157113760596849E+002, 9.0157113760596849E+002, 0.0000000000000000E+000, 9.1377056259017859E+000, 0.0000000000000000E+000
9.1201083935592158E+002, 9.1201083935592158E+002, 0.0000000000000000E+000, 9.2117808949301683E+000, 0.0000000000000000E+000
9.2257142715477517E+002, 9.2257142715477517E+002, 0.0000000000000000E+000, 9.2854016678490527E+000, 0.0000000000000000E+000
9.3325430079700322E+002, 9.3325430079700322E+002, 0.0000000000000000E+000, 9.3585632571013040E+000, 0.0000000000000000E+000
9.4406087628593582E+002, 9.4406087628593582E+002, 0.0000000000000000E+000, 9.4312610148307954E+000, 0.0000000000000000E+000
9.5499258602144857E+002, 9.5499258602144857E+002, 0.0000000000000000E+000, 9.5034903364598282E+000, 0.0000000000000000E+000
9.6605087898982617E+002, 9.6605087898982617E+002, 0.0000000000000000E+000, 9.5752466643044727E+000, 0.0000000000000000E+000
9.7723722095582366E+002, 9.7723722095582366E+002, 0.0000000000000000E+000, 9.6465254911303369E+000, 0.0000000000000000E+000
9.8855309465695200E+002, 9.8855309465695200E+002, 0.0000000000000000E+000, 9.7173223638389334E+000, 0.0000000000000000E+000
1.0000000000000134E+003, 1.0000000000000134E+003, 0.0000000000000000E+000, 9.7876328870767999E+000, 0.0000000000000000E+000
1.0115794542599122E+003, 1.0115794542599122E+003, 0.0000000000000000E+000, 9.8574527269053505E+000, 0.0000000000000000E+000
1.0232929922807680E+003, 1.0232929922807680E+003, 0.0000000000000000E+000, 9.9267776144333322E+000, 0.0000000000000000E+000
1.0351421666793578E+003, 1.0351421666793578E+003, 0.0000000000000000E+000, 9.9956033494926366E+000, 0.0000000000000000E+000
1.0471285480509139E+003, 1.0471285480509139E+003, 0.0000000000000000E+000, 1.0063925804256774E+001, 0.0000000000000000E+000
1.0592537251773035E+003, 1.0592537251773035E+003, 0.0000000000000000E+000, 1.0131740926901561E+001, 0.0000000000000000E+000
1.0715193052376212E+003, 1.0715193052376212E+003, 0.0000000000000000E+000, 1.0199044745185844E+001, 0.0000000000000000E+000
1.0839269140212186E+003, 1.0839269140212186E+003, 0.0000000000000000E+000, 1.0265833370060399E+001, 0.0000000000000000E+000
1.0964781961432004E+003, 1.0964781961432004E+003, 0.0000000000000000E+000, 1.0332102999202014E+001, 0.0000000000000000E+000
1.1091748152624168E+003, 1.1091748152624168E+003, 0.0000000000000000E+000, 1.0397849920576796E+001, 0.0000000000000000E+000
1.1220184543019795E+003, 1.1220184543019795E+003, 0.0000000000000000E+000, 1.0463070515843309E+001, 0.0000000000000000E+000
1.1350108156723315E+003, 1.1350108156723315E+003, 0.0000000000000000E+000, 1.0527761263852698E+001, 0.0000000000000000E+000
