
Label=dB(v(Vout)) vs F
LabelX=F
LabelY=dB(v(Vout))
Data Point Count=1001
F,F,F,dB(v(Vout)),dB(v(Vout))
6.4268771731703180E+002, 6.4268771731703180E+002, 0.0000000000000000E+000,-9.6107501740022094E-001, 0.0000000000000000E+000
6.4863443354825074E+002, 6.4863443354825074E+002, 0.0000000000000000E+000,-9.5485612778273499E-001, 0.0000000000000000E+000
6.5463617406728747E+002, 6.5463617406728747E+002, 0.0000000000000000E+000,-9.4874207288700907E-001, 0.0000000000000000E+000
6.6069344800760871E+002, 6.6069344800760871E+002, 0.0000000000000000E+000,-9.4273122952197097E-001, 0.0000000000000000E+000
6.6680676921363499E+002, 6.6680676921363499E+002, 0.0000000000000000E+000,-9.3682199480087058E-001, 0.0000000000000000E+000
6.7297665628433083E+002, 6.7297665628433083E+002, 0.0000000000000000E+000,-9.3101278605021243E-001, 0.0000000000000000E+000
6.7920363261719785E+002, 6.7920363261719785E+002, 0.0000000000000000E+000,-9.2530204071461841E-001, 0.0000000000000000E+000
6.8548822645267501E+002, 6.8548822645267501E+002, 0.0000000000000000E+000,-9.1968821625434505E-001, 0.0000000000000000E+000
6.9183097091895013E+002, 6.9183097091895013E+002, 0.0000000000000000E+000,-9.1416979003931698E-001, 0.0000000000000000E+000
6.9823240407718515E+002, 6.9823240407718515E+002, 0.0000000000000000E+000,-9.0874525923493210E-001, 0.0000000000000000E+000
