#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A96094
#Date Time: 2019-04-07 17:22:17.823
#Start: 100 Hz
#Stop: 1e+06 Hz
#Steps: 100
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16
#Channel: Channel 1
#Range: 60.4717 V
#Offset: 0.000250943 V
#Relative: no
#Channel: Channel 2
#Range: 61.15 V
#Offset: 0.00113789 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (°)
73907.220335257749,0.062744319489723407,34.870305960752617,-25.561905491328403
81113.083078968717,0.0030188124555844973,34.922088063609891,-27.824273922556159
89021.508544503828,0.048755002647794428,34.867424289709085,-30.067003216142254
97700.995729922564,0.10387167544912296,34.80910294451823,-32.463128736808173
107226.72220103232,0.044760594458978967,34.841248634073494,-35.37451140378009
117681.19524349979,0.080963447307040443,34.802649786322235,-37.527558563349174
129154.96650148839,0.078381802560040986,34.794504591260853,-40.782126704124188
141747.41629268049,0.092625341198983829,34.77047204671257,-43.143668685555753
155567.61439304723,0.12985553320975762,34.710433834190319,-46.592763897457459
170735.26474706904,0.075547751095736332,34.759142910758335,-50.774731277595365
187381.7422860385,0.13439630418894652,34.674519347466855,-54.486874995349197
