
Label=dB(v(Out)/(V(Vid1)-V(Vid2))) vs F
LabelX=F
LabelY=dB(v(Out)/(V(Vid1)-V(Vid2)))
Data Point Count=1001
F,F,F,dB(v(Out)/(V(Vid1)-V(Vid2))),dB(v(Out)/(V(Vid1)-V(Vid2)))
1.4996848355023798E+002, 1.4996848355023798E+002, 0.0000000000000000E+000,-4.4685538495495827E+001, 0.0000000000000000E+000
1.5135612484362147E+002, 1.5135612484362147E+002, 0.0000000000000000E+000,-4.4685538498405208E+001, 0.0000000000000000E+000
1.5275660582380794E+002, 1.5275660582380794E+002, 0.0000000000000000E+000,-4.4685538501365095E+001, 0.0000000000000000E+000
1.5417004529495665E+002, 1.5417004529495665E+002, 0.0000000000000000E+000,-4.4685538504386237E+001, 0.0000000000000000E+000
1.5559656316050817E+002, 1.5559656316050817E+002, 0.0000000000000000E+000,-4.4685538507457451E+001, 0.0000000000000000E+000
1.5703628043335598E+002, 1.5703628043335598E+002, 0.0000000000000000E+000,-4.4685538510586241E+001, 0.0000000000000000E+000
1.5848931924611210E+002, 1.5848931924611210E+002, 0.0000000000000000E+000,-4.4685538513778447E+001, 0.0000000000000000E+000
1.5995580286146765E+002, 1.5995580286146765E+002, 0.0000000000000000E+000,-4.4685538517021698E+001, 0.0000000000000000E+000
1.6143585568264942E+002, 1.6143585568264942E+002, 0.0000000000000000E+000,-4.4685538520330432E+001, 0.0000000000000000E+000
1.6292960326397306E+002, 1.6292960326397306E+002, 0.0000000000000000E+000,-4.4685538523701666E+001, 0.0000000000000000E+000
1.6443717232149402E+002, 1.6443717232149402E+002, 0.0000000000000000E+000,-4.4685538527132238E+001, 0.0000000000000000E+000
1.6595869074375693E+002, 1.6595869074375693E+002, 0.0000000000000000E+000,-4.4685538530630183E+001, 0.0000000000000000E+000
1.6749428760264462E+002, 1.6749428760264462E+002, 0.0000000000000000E+000,-4.4685538534192098E+001, 0.0000000000000000E+000
1.6904409316432731E+002, 1.6904409316432731E+002, 0.0000000000000000E+000,-4.4685538537818097E+001, 0.0000000000000000E+000
1.7060823890031327E+002, 1.7060823890031327E+002, 0.0000000000000000E+000,-4.4685538541514198E+001, 0.0000000000000000E+000
1.7218685749860165E+002, 1.7218685749860165E+002, 0.0000000000000000E+000,-4.4685538545276572E+001, 0.0000000000000000E+000
1.7378008287493853E+002, 1.7378008287493853E+002, 0.0000000000000000E+000,-4.4685538549111499E+001, 0.0000000000000000E+000
1.7538805018417713E+002, 1.7538805018417713E+002, 0.0000000000000000E+000,-4.4685538553014723E+001, 0.0000000000000000E+000
1.7701089583174314E+002, 1.7701089583174314E+002, 0.0000000000000000E+000,-4.4685538556993222E+001, 0.0000000000000000E+000
1.7864875748520612E+002, 1.7864875748520612E+002, 0.0000000000000000E+000,-4.4685538561042463E+001, 0.0000000000000000E+000
1.8030177408595796E+002, 1.8030177408595796E+002, 0.0000000000000000E+000,-4.4685538565170944E+001, 0.0000000000000000E+000
1.8197008586099943E+002, 1.8197008586099943E+002, 0.0000000000000000E+000,-4.4685538569372497E+001, 0.0000000000000000E+000
1.8365383433483575E+002, 1.8365383433483575E+002, 0.0000000000000000E+000,-4.4685538573652615E+001, 0.0000000000000000E+000
1.8535316234148229E+002, 1.8535316234148229E+002, 0.0000000000000000E+000,-4.4685538578011631E+001, 0.0000000000000000E+000
1.8706821403658122E+002, 1.8706821403658122E+002, 0.0000000000000000E+000,-4.4685538582455138E+001, 0.0000000000000000E+000
1.8879913490963054E+002, 1.8879913490963054E+002, 0.0000000000000000E+000,-4.4685538586978701E+001, 0.0000000000000000E+000
1.9054607179632595E+002, 1.9054607179632595E+002, 0.0000000000000000E+000,-4.4685538591589456E+001, 0.0000000000000000E+000
1.9230917289101708E+002, 1.9230917289101708E+002, 0.0000000000000000E+000,-4.4685538596282370E+001, 0.0000000000000000E+000
1.9408858775927908E+002, 1.9408858775927908E+002, 0.0000000000000000E+000,-4.4685538601062838E+001, 0.0000000000000000E+000
1.9588446735060026E+002, 1.9588446735060026E+002, 0.0000000000000000E+000,-4.4685538605932408E+001, 0.0000000000000000E+000
1.9769696401118739E+002, 1.9769696401118739E+002, 0.0000000000000000E+000,-4.4685538610895826E+001, 0.0000000000000000E+000
1.9952623149688930E+002, 1.9952623149688930E+002, 0.0000000000000000E+000,-4.4685538615948218E+001, 0.0000000000000000E+000
2.0137242498624019E+002, 2.0137242498624019E+002, 0.0000000000000000E+000,-4.4685538621093755E+001, 0.0000000000000000E+000
2.0323570109362356E+002, 2.0323570109362356E+002, 0.0000000000000000E+000,-4.4685538626339429E+001, 0.0000000000000000E+000
2.0511621788255798E+002, 2.0511621788255798E+002, 0.0000000000000000E+000,-4.4685538631678469E+001, 0.0000000000000000E+000
2.0701413487910568E+002, 2.0701413487910568E+002, 0.0000000000000000E+000,-4.4685538637117531E+001, 0.0000000000000000E+000
2.0892961308540544E+002, 2.0892961308540544E+002, 0.0000000000000000E+000,-4.4685538642657278E+001, 0.0000000000000000E+000
2.1086281499333046E+002, 2.1086281499333046E+002, 0.0000000000000000E+000,-4.4685538648303421E+001, 0.0000000000000000E+000
2.1281390459827276E+002, 2.1281390459827276E+002, 0.0000000000000000E+000,-4.4685538654048472E+001, 0.0000000000000000E+000
2.1478304741305499E+002, 2.1478304741305499E+002, 0.0000000000000000E+000,-4.4685538659908772E+001, 0.0000000000000000E+000
2.1677041048197111E+002, 2.1677041048197111E+002, 0.0000000000000000E+000,-4.4685538665870141E+001, 0.0000000000000000E+000
2.1877616239495694E+002, 2.1877616239495694E+002, 0.0000000000000000E+000,-4.4685538671945196E+001, 0.0000000000000000E+000
2.2080047330189171E+002, 2.2080047330189171E+002, 0.0000000000000000E+000,-4.4685538678135536E+001, 0.0000000000000000E+000
2.2284351492703215E+002, 2.2284351492703215E+002, 0.0000000000000000E+000,-4.4685538684435997E+001, 0.0000000000000000E+000
2.2490546058357992E+002, 2.2490546058357992E+002, 0.0000000000000000E+000,-4.4685538690856355E+001, 0.0000000000000000E+000
2.2698648518838405E+002, 2.2698648518838405E+002, 0.0000000000000000E+000,-4.4685538697398542E+001, 0.0000000000000000E+000
2.2908676527677920E+002, 2.2908676527677920E+002, 0.0000000000000000E+000,-4.4685538704059525E+001, 0.0000000000000000E+000
2.3120647901756141E+002, 2.3120647901756141E+002, 0.0000000000000000E+000,-4.4685538710845179E+001, 0.0000000000000000E+000
2.3334580622810225E+002, 2.3334580622810225E+002, 0.0000000000000000E+000,-4.4685538717755890E+001, 0.0000000000000000E+000
2.3550492838960298E+002, 2.3550492838960298E+002, 0.0000000000000000E+000,-4.4685538724795236E+001, 0.0000000000000000E+000
2.3768402866248971E+002, 2.3768402866248971E+002, 0.0000000000000000E+000,-4.4685538731966219E+001, 0.0000000000000000E+000
2.3988329190195114E+002, 2.3988329190195114E+002, 0.0000000000000000E+000,-4.4685538739270470E+001, 0.0000000000000000E+000
2.4210290467361995E+002, 2.4210290467361995E+002, 0.0000000000000000E+000,-4.4685538746713512E+001, 0.0000000000000000E+000
2.4434305526939937E+002, 2.4434305526939937E+002, 0.0000000000000000E+000,-4.4685538754291983E+001, 0.0000000000000000E+000
2.4660393372343614E+002, 2.4660393372343614E+002, 0.0000000000000000E+000,-4.4685538762007965E+001, 0.0000000000000000E+000
2.4888573182824135E+002, 2.4888573182824135E+002, 0.0000000000000000E+000,-4.4685538769870675E+001, 0.0000000000000000E+000
2.5118864315096030E+002, 2.5118864315096030E+002, 0.0000000000000000E+000,-4.4685538777879913E+001, 0.0000000000000000E+000
2.5351286304979308E+002, 2.5351286304979308E+002, 0.0000000000000000E+000,-4.4685538786038123E+001, 0.0000000000000000E+000
2.5585858869056693E+002, 2.5585858869056693E+002, 0.0000000000000000E+000,-4.4685538794347607E+001, 0.0000000000000000E+000
2.5822601906346205E+002, 2.5822601906346205E+002, 0.0000000000000000E+000,-4.4685538802812133E+001, 0.0000000000000000E+000
2.6061535499989202E+002, 2.6061535499989202E+002, 0.0000000000000000E+000,-4.4685538811433425E+001, 0.0000000000000000E+000
2.6302679918954072E+002, 2.6302679918954072E+002, 0.0000000000000000E+000,-4.4685538820212692E+001, 0.0000000000000000E+000
2.6546055619755651E+002, 2.6546055619755651E+002, 0.0000000000000000E+000,-4.4685538829158290E+001, 0.0000000000000000E+000
2.6791683248190583E+002, 2.6791683248190583E+002, 0.0000000000000000E+000,-4.4685538838266680E+001, 0.0000000000000000E+000
2.7039583641088706E+002, 2.7039583641088706E+002, 0.0000000000000000E+000,-4.4685538847548322E+001, 0.0000000000000000E+000
2.7289777828080679E+002, 2.7289777828080679E+002, 0.0000000000000000E+000,-4.4685538857002172E+001, 0.0000000000000000E+000
2.7542287033381939E+002, 2.7542287033381939E+002, 0.0000000000000000E+000,-4.4685538866628377E+001, 0.0000000000000000E+000
2.7797132677593169E+002, 2.7797132677593169E+002, 0.0000000000000000E+000,-4.4685538876437299E+001, 0.0000000000000000E+000
2.8054336379517423E+002, 2.8054336379517423E+002, 0.0000000000000000E+000,-4.4685538886428787E+001, 0.0000000000000000E+000
2.8313919957994085E+002, 2.8313919957994085E+002, 0.0000000000000000E+000,-4.4685538896605834E+001, 0.0000000000000000E+000
2.8575905433749767E+002, 2.8575905433749767E+002, 0.0000000000000000E+000,-4.4685538906968688E+001, 0.0000000000000000E+000
2.8840315031266363E+002, 2.8840315031266363E+002, 0.0000000000000000E+000,-4.4685538917527630E+001, 0.0000000000000000E+000
2.9107171180666364E+002, 2.9107171180666364E+002, 0.0000000000000000E+000,-4.4685538928280707E+001, 0.0000000000000000E+000
2.9376496519615625E+002, 2.9376496519615625E+002, 0.0000000000000000E+000,-4.4685538939235521E+001, 0.0000000000000000E+000
2.9648313895243746E+002, 2.9648313895243746E+002, 0.0000000000000000E+000,-4.4685538950394516E+001, 0.0000000000000000E+000
2.9922646366082216E+002, 2.9922646366082216E+002, 0.0000000000000000E+000,-4.4685538961758198E+001, 0.0000000000000000E+000
3.0199517204020492E+002, 3.0199517204020492E+002, 0.0000000000000000E+000,-4.4685538973332555E+001, 0.0000000000000000E+000
3.0478949896280170E+002, 3.0478949896280170E+002, 0.0000000000000000E+000,-4.4685538985126378E+001, 0.0000000000000000E+000
3.0760968147407425E+002, 3.0760968147407425E+002, 0.0000000000000000E+000,-4.4685538997136163E+001, 0.0000000000000000E+000
3.1045595881283907E+002, 3.1045595881283907E+002, 0.0000000000000000E+000,-4.4685539009369165E+001, 0.0000000000000000E+000
3.1332857243156212E+002, 3.1332857243156212E+002, 0.0000000000000000E+000,-4.4685539021829364E+001, 0.0000000000000000E+000
3.1622776601684154E+002, 3.1622776601684154E+002, 0.0000000000000000E+000,-4.4685539034524631E+001, 0.0000000000000000E+000
3.1915378551007984E+002, 3.1915378551007984E+002, 0.0000000000000000E+000,-4.4685539047453830E+001, 0.0000000000000000E+000
3.2210687912834720E+002, 3.2210687912834720E+002, 0.0000000000000000E+000,-4.4685539060624833E+001, 0.0000000000000000E+000
3.2508729738543821E+002, 3.2508729738543821E+002, 0.0000000000000000E+000,-4.4685539074035738E+001, 0.0000000000000000E+000
3.2809529311312292E+002, 3.2809529311312292E+002, 0.0000000000000000E+000,-4.4685539087702601E+001, 0.0000000000000000E+000
3.3113112148259506E+002, 3.3113112148259506E+002, 0.0000000000000000E+000,-4.4685539101616918E+001, 0.0000000000000000E+000
3.3419504002611831E+002, 3.3419504002611831E+002, 0.0000000000000000E+000,-4.4685539115796388E+001, 0.0000000000000000E+000
3.3728730865887297E+002, 3.3728730865887297E+002, 0.0000000000000000E+000,-4.4685539130232456E+001, 0.0000000000000000E+000
3.4040818970100503E+002, 3.4040818970100503E+002, 0.0000000000000000E+000,-4.4685539144943732E+001, 0.0000000000000000E+000
3.4355794789987885E+002, 3.4355794789987885E+002, 0.0000000000000000E+000,-4.4685539159925895E+001, 0.0000000000000000E+000
3.4673685045253592E+002, 3.4673685045253592E+002, 0.0000000000000000E+000,-4.4685539175187124E+001, 0.0000000000000000E+000
3.4994516702836165E+002, 3.4994516702836165E+002, 0.0000000000000000E+000,-4.4685539190731603E+001, 0.0000000000000000E+000
3.5318316979196140E+002, 3.5318316979196140E+002, 0.0000000000000000E+000,-4.4685539206562048E+001, 0.0000000000000000E+000
3.5645113342624876E+002, 3.5645113342624876E+002, 0.0000000000000000E+000,-4.4685539222690601E+001, 0.0000000000000000E+000
3.5974933515574691E+002, 3.5974933515574691E+002, 0.0000000000000000E+000,-4.4685539239118498E+001, 0.0000000000000000E+000
3.6307805477010601E+002, 3.6307805477010601E+002, 0.0000000000000000E+000,-4.4685539255849413E+001, 0.0000000000000000E+000
3.6643757464783801E+002, 3.6643757464783801E+002, 0.0000000000000000E+000,-4.4685539272896690E+001, 0.0000000000000000E+000
3.6982817978027100E+002, 3.6982817978027100E+002, 0.0000000000000000E+000,-4.4685539290255562E+001, 0.0000000000000000E+000
3.7325015779572544E+002, 3.7325015779572544E+002, 0.0000000000000000E+000,-4.4685539307940623E+001, 0.0000000000000000E+000
3.7670379898391383E+002, 3.7670379898391383E+002, 0.0000000000000000E+000,-4.4685539325951112E+001, 0.0000000000000000E+000
3.8018939632056623E+002, 3.8018939632056623E+002, 0.0000000000000000E+000,-4.4685539344298995E+001, 0.0000000000000000E+000
3.8370724549228390E+002, 3.8370724549228390E+002, 0.0000000000000000E+000,-4.4685539362986724E+001, 0.0000000000000000E+000
3.8725764492162244E+002, 3.8725764492162244E+002, 0.0000000000000000E+000,-4.4685539382020934E+001, 0.0000000000000000E+000
3.9084089579240737E+002, 3.9084089579240737E+002, 0.0000000000000000E+000,-4.4685539401412427E+001, 0.0000000000000000E+000
3.9445730207528385E+002, 3.9445730207528385E+002, 0.0000000000000000E+000,-4.4685539421161018E+001, 0.0000000000000000E+000
3.9810717055350278E+002, 3.9810717055350278E+002, 0.0000000000000000E+000,-4.4685539441278230E+001, 0.0000000000000000E+000
4.0179081084894557E+002, 4.0179081084894557E+002, 0.0000000000000000E+000,-4.4685539461771448E+001, 0.0000000000000000E+000
4.0550853544838958E+002, 4.0550853544838958E+002, 0.0000000000000000E+000,-4.4685539482640742E+001, 0.0000000000000000E+000
4.0926065973001670E+002, 4.0926065973001670E+002, 0.0000000000000000E+000,-4.4685539503900252E+001, 0.0000000000000000E+000
4.1304750199016729E+002, 4.1304750199016729E+002, 0.0000000000000000E+000,-4.4685539525555775E+001, 0.0000000000000000E+000
4.1686938347034140E+002, 4.1686938347034140E+002, 0.0000000000000000E+000,-4.4685539547613295E+001, 0.0000000000000000E+000
4.2072662838445018E+002, 4.2072662838445018E+002, 0.0000000000000000E+000,-4.4685539570085581E+001, 0.0000000000000000E+000
4.2461956394631909E+002, 4.2461956394631909E+002, 0.0000000000000000E+000,-4.4685539592968283E+001, 0.0000000000000000E+000
4.2854852039744583E+002, 4.2854852039744583E+002, 0.0000000000000000E+000,-4.4685539616280749E+001, 0.0000000000000000E+000
4.3251383103501507E+002, 4.3251383103501507E+002, 0.0000000000000000E+000,-4.4685539640025326E+001, 0.0000000000000000E+000
4.3651583224017241E+002, 4.3651583224017241E+002, 0.0000000000000000E+000,-4.4685539664212570E+001, 0.0000000000000000E+000
4.4055486350655985E+002, 4.4055486350655985E+002, 0.0000000000000000E+000,-4.4685539688846951E+001, 0.0000000000000000E+000
4.4463126746911536E+002, 4.4463126746911536E+002, 0.0000000000000000E+000,-4.4685539713942461E+001, 0.0000000000000000E+000
4.4874538993313894E+002, 4.4874538993313894E+002, 0.0000000000000000E+000,-4.4685539739501003E+001, 0.0000000000000000E+000
4.5289757990362762E+002, 4.5289757990362762E+002, 0.0000000000000000E+000,-4.4685539765534685E+001, 0.0000000000000000E+000
4.5708818961488203E+002, 4.5708818961488203E+002, 0.0000000000000000E+000,-4.4685539792056268E+001, 0.0000000000000000E+000
4.6131757456038650E+002, 4.6131757456038650E+002, 0.0000000000000000E+000,-4.4685539819071195E+001, 0.0000000000000000E+000
4.6558609352296617E+002, 4.6558609352296617E+002, 0.0000000000000000E+000,-4.4685539846581925E+001, 0.0000000000000000E+000
4.6989410860522275E+002, 4.6989410860522275E+002, 0.0000000000000000E+000,-4.4685539874611734E+001, 0.0000000000000000E+000
4.7424198526025208E+002, 4.7424198526025208E+002, 0.0000000000000000E+000,-4.4685539903158457E+001, 0.0000000000000000E+000
4.7863009232264591E+002, 4.7863009232264591E+002, 0.0000000000000000E+000,-4.4685539932237063E+001, 0.0000000000000000E+000
4.8305880203978035E+002, 4.8305880203978035E+002, 0.0000000000000000E+000,-4.4685539961855213E+001, 0.0000000000000000E+000
4.8752849010339412E+002, 4.8752849010339412E+002, 0.0000000000000000E+000,-4.4685539992022250E+001, 0.0000000000000000E+000
4.9203953568145886E+002, 4.9203953568145886E+002, 0.0000000000000000E+000,-4.4685540022756776E+001, 0.0000000000000000E+000
4.9659232145034412E+002, 4.9659232145034412E+002, 0.0000000000000000E+000,-4.4685540054055991E+001, 0.0000000000000000E+000
5.0118723362728042E+002, 5.0118723362728042E+002, 0.0000000000000000E+000,-4.4685540085940829E+001, 0.0000000000000000E+000
5.0582466200312228E+002, 5.0582466200312228E+002, 0.0000000000000000E+000,-4.4685540118415801E+001, 0.0000000000000000E+000
5.1050499997541465E+002, 5.1050499997541465E+002, 0.0000000000000000E+000,-4.4685540151497499E+001, 0.0000000000000000E+000
5.1522864458176502E+002, 5.1522864458176502E+002, 0.0000000000000000E+000,-4.4685540185194164E+001, 0.0000000000000000E+000
5.1999599653352470E+002, 5.1999599653352470E+002, 0.0000000000000000E+000,-4.4685540219515431E+001, 0.0000000000000000E+000
5.2480746024978146E+002, 5.2480746024978146E+002, 0.0000000000000000E+000,-4.4685540254473750E+001, 0.0000000000000000E+000
5.2966344389166682E+002, 5.2966344389166682E+002, 0.0000000000000000E+000,-4.4685540290082869E+001, 0.0000000000000000E+000
5.3456435939698076E+002, 5.3456435939698076E+002, 0.0000000000000000E+000,-4.4685540326354328E+001, 0.0000000000000000E+000
5.3951062251513690E+002, 5.3951062251513690E+002, 0.0000000000000000E+000,-4.4685540363300937E+001, 0.0000000000000000E+000
5.4450265284243062E+002, 5.4450265284243062E+002, 0.0000000000000000E+000,-4.4685540400933888E+001, 0.0000000000000000E+000
5.4954087385763410E+002, 5.4954087385763410E+002, 0.0000000000000000E+000,-4.4685540439267612E+001, 0.0000000000000000E+000
5.5462571295792043E+002, 5.5462571295792043E+002, 0.0000000000000000E+000,-4.4685540478310422E+001, 0.0000000000000000E+000
5.5975760149511996E+002, 5.5975760149511996E+002, 0.0000000000000000E+000,-4.4685540518082796E+001, 0.0000000000000000E+000
5.6493697481231243E+002, 5.6493697481231243E+002, 0.0000000000000000E+000,-4.4685540558591811E+001, 0.0000000000000000E+000
5.7016427228075759E+002, 5.7016427228075759E+002, 0.0000000000000000E+000,-4.4685540599857617E+001, 0.0000000000000000E+000
5.7543993733716718E+002, 5.7543993733716718E+002, 0.0000000000000000E+000,-4.4685540641887222E+001, 0.0000000000000000E+000
5.8076441752132246E+002, 5.8076441752132246E+002, 0.0000000000000000E+000,-4.4685540684699475E+001, 0.0000000000000000E+000
5.8613816451403932E+002, 5.8613816451403932E+002, 0.0000000000000000E+000,-4.4685540728307757E+001, 0.0000000000000000E+000
5.9156163417548464E+002, 5.9156163417548464E+002, 0.0000000000000000E+000,-4.4685540772726739E+001, 0.0000000000000000E+000
5.9703528658384766E+002, 5.9703528658384766E+002, 0.0000000000000000E+000,-4.4685540817971976E+001, 0.0000000000000000E+000
6.0255958607436867E+002, 6.0255958607436867E+002, 0.0000000000000000E+000,-4.4685540864058673E+001, 0.0000000000000000E+000
6.0813500127872896E+002, 6.0813500127872896E+002, 0.0000000000000000E+000,-4.4685540910999393E+001, 0.0000000000000000E+000
6.1376200516480549E+002, 6.1376200516480549E+002, 0.0000000000000000E+000,-4.4685540958816425E+001, 0.0000000000000000E+000
6.1944107507679291E+002, 6.1944107507679291E+002, 0.0000000000000000E+000,-4.4685541007520044E+001, 0.0000000000000000E+000
6.2517269277569744E+002, 6.2517269277569744E+002, 0.0000000000000000E+000,-4.4685541057129008E+001, 0.0000000000000000E+000
6.3095734448020505E+002, 6.3095734448020505E+002, 0.0000000000000000E+000,-4.4685541107660754E+001, 0.0000000000000000E+000
6.3679552090792777E+002, 6.3679552090792777E+002, 0.0000000000000000E+000,-4.4685541159133066E+001, 0.0000000000000000E+000
6.4268771731703180E+002, 6.4268771731703180E+002, 0.0000000000000000E+000,-4.4685541211561279E+001, 0.0000000000000000E+000
6.4863443354825074E+002, 6.4863443354825074E+002, 0.0000000000000000E+000,-4.4685541264963121E+001, 0.0000000000000000E+000
6.5463617406728747E+002, 6.5463617406728747E+002, 0.0000000000000000E+000,-4.4685541319360460E+001, 0.0000000000000000E+000
6.6069344800760871E+002, 6.6069344800760871E+002, 0.0000000000000000E+000,-4.4685541374765982E+001, 0.0000000000000000E+000
6.6680676921363499E+002, 6.6680676921363499E+002, 0.0000000000000000E+000,-4.4685541431202680E+001, 0.0000000000000000E+000
6.7297665628433083E+002, 6.7297665628433083E+002, 0.0000000000000000E+000,-4.4685541488691698E+001, 0.0000000000000000E+000
6.7920363261719785E+002, 6.7920363261719785E+002, 0.0000000000000000E+000,-4.4685541547244256E+001, 0.0000000000000000E+000
6.8548822645267501E+002, 6.8548822645267501E+002, 0.0000000000000000E+000,-4.4685541606892102E+001, 0.0000000000000000E+000
6.9183097091895013E+002, 6.9183097091895013E+002, 0.0000000000000000E+000,-4.4685541667646191E+001, 0.0000000000000000E+000
6.9823240407718515E+002, 6.9823240407718515E+002, 0.0000000000000000E+000,-4.4685541729526591E+001, 0.0000000000000000E+000
