#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A96094
#Date Time: 2019-09-18 15:17:21.934
#Sample rate: 80000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 5 V/div Offset: 0 V
#Channel 2: Range: 5 V/div Offset: 0 V
#Math 1: Function: C1 / 21.667

Time (s),Channel 1 (V),Channel 2 (V),Math 1 (V)
-0.051200000000000002,10.168170805384792,11.92730122423222,0.46929297112589613
-0.051187499999999997,10.171861702571048,11.93103352683397,0.46946331760608517
-0.051174999999999998,10.175552599757301,11.934765829435712,0.46963366408627411
-0.0511625,10.179243496943556,11.938498132037456,0.46980401056646309
-0.051150000000000001,10.179243496943556,11.938498132037456,0.46980401056646309
-0.051137500000000002,10.182934394129811,11.942230434639203,0.46997435704665208
-0.051124999999999997,10.186625291316069,11.942230434639205,0.47014470352684118
-0.051112499999999998,10.190316188502322,11.945962737240947,0.47031505000703011
-0.0511,10.190316188502322,11.945962737240947,0.47031505000703011
-0.051087500000000001,10.190316188502322,11.949695039842695,0.47031505000703011
-0.051075000000000002,10.190316188502322,11.949695039842695,0.47031505000703011
-0.051062499999999997,10.194007085688577,11.953427342444439,0.4704853964872191
-0.051049999999999998,10.194007085688577,11.953427342444439,0.4704853964872191
-0.0510375,10.197697982874832,11.953427342444439,0.47065574296740809
-0.051025000000000001,10.197697982874832,11.953427342444439,0.47065574296740809
-0.051012500000000002,10.197697982874832,11.957159645046183,0.47065574296740809
-0.050999999999999997,10.201388880061087,11.960891947647932,0.47082608944759707
-0.050987499999999998,10.201388880061087,11.964624250249674,0.47082608944759707
-0.050974999999999999,10.201388880061087,11.964624250249674,0.47082608944759707
-0.050962500000000001,10.201388880061087,11.964624250249674,0.47082608944759707
-0.050950000000000002,10.205079777247343,11.964624250249674,0.47099643592778617
-0.050937499999999997,10.205079777247342,11.964624250249674,0.47099643592778612
-0.050924999999999998,10.201388880061087,11.964624250249674,0.47082608944759707
-0.050912499999999999,10.205079777247343,11.96089194764793,0.47099643592778617
-0.050900000000000001,10.205079777247343,11.964624250249674,0.47099643592778617
-0.050887500000000002,10.205079777247343,11.968356552851422,0.47099643592778617
-0.050874999999999997,10.208770674433598,11.964624250249674,0.47116678240797516
-0.050862499999999998,10.208770674433598,11.964624250249674,0.47116678240797516
-0.050849999999999999,10.208770674433598,11.968356552851422,0.47116678240797516
-0.050837500000000001,10.208770674433598,11.968356552851422,0.47116678240797516
-0.050825000000000002,10.208770674433598,11.964624250249674,0.47116678240797516
-0.050812499999999997,10.201388880061089,11.960891947647932,0.47082608944759713
-0.050799999999999998,10.205079777247343,11.964624250249674,0.47099643592778617
-0.050787499999999999,10.201388880061087,11.964624250249674,0.47082608944759707
-0.050775000000000001,10.205079777247343,11.964624250249674,0.47099643592778617
-0.050762500000000002,10.205079777247343,11.96089194764793,0.47099643592778617
-0.050750000000000003,10.201388880061089,11.96089194764793,0.47082608944759713
-0.050737499999999998,10.205079777247343,11.96089194764793,0.47099643592778617
-0.050724999999999999,10.201388880061087,11.957159645046183,0.47082608944759707
-0.050712500000000001,10.197697982874832,11.957159645046183,0.47065574296740809
-0.050700000000000002,10.194007085688577,11.957159645046183,0.4704853964872191
-0.050687500000000003,10.194007085688577,11.95342734244444,0.4704853964872191
-0.050674999999999998,10.190316188502322,11.949695039842695,0.47031505000703011
-0.050662499999999999,10.190316188502322,11.949695039842695,0.47031505000703011
-0.050650000000000001,10.186625291316068,11.945962737240947,0.47014470352684112
-0.050637500000000002,10.182934394129811,11.938498132037456,0.46997435704665208
-0.050625000000000003,10.175552599757305,11.934765829435714,0.46963366408627427
-0.050612499999999998,10.175552599757301,11.931033526833968,0.46963366408627411
-0.050599999999999999,10.171861702571046,11.92730122423222,0.46946331760608512
-0.050587500000000001,10.164479908198535,11.919836619028732,0.46912262464570703
-0.050575000000000002,10.157098113826025,11.912372013825241,0.46878193168532906
-0.050562500000000003,10.146025422267265,11.908639711223495,0.46827089224476226
-0.050549999999999998,10.142334525081004,11.901175106020006,0.468100545764573
-0.050537499999999999,10.134952730708495,11.893710500816514,0.46775985280419502
-0.050525,10.123880039149729,11.886245895613023,0.467248813363628
-0.050512500000000002,10.116498244777219,11.875048987807787,0.46690812040325003
-0.050500000000000003,10.105425553218458,11.860119777400811,0.46639708096268317
-0.050487499999999998,10.098043758845943,11.852655172197316,0.46605638800230498
-0.050474999999999999,10.083280170100922,11.837725961790333,0.46537500208154897
-0.0504625,10.072207478542156,11.826529053985098,0.4648639626409819
-0.050450000000000002,10.05375299261088,11.807867540976371,0.4640122302400369
-0.050437500000000003,10.042680301052121,11.796670633171141,0.46350119079947016
-0.050424999999999998,10.020534917934583,11.778009120162409,0.46247911191833585
-0.050412499999999999,10.002080432003307,11.755615304551938,0.4616273795173908
-0.0504,9.9762441516995217,11.736953791543211,0.46043495415606778
-0.050387500000000002,9.9577896657682459,11.71455997593274,0.45958322175512278
-0.050375000000000003,9.9356442826507259,11.688433857720534,0.45856114287398919
-0.050362499999999998,9.9061171051606731,11.662307739508304,0.45719837103247668
-0.050349999999999999,9.8765899276706328,11.636181621296085,0.45583559919096472
-0.0503375,9.8544445445531004,11.606323200482123,0.45481352030983058
-0.050325000000000002,9.8249173670630601,11.576464779668161,0.45345074846831862
-0.050312500000000003,9.7843174980142695,11.539141753650728,0.45157693718624031
-0.050299999999999997,9.7474085261517001,11.498086425031509,0.44987347238434944
