
Label=dB(v(Out)/(V(Vid1)-V(Vid2))) vs F
LabelX=F
LabelY=dB(v(Out)/(V(Vid1)-V(Vid2)))
Data Point Count=1001
F,F,F,dB(v(Out)/(V(Vid1)-V(Vid2))),dB(v(Out)/(V(Vid1)-V(Vid2)))
1.5559656316051556E+004, 1.5559656316051556E+004, 0.0000000000000000E+000, 2.7465071855003696E+001, 0.0000000000000000E+000
1.5703628043336346E+004, 1.5703628043336346E+004, 0.0000000000000000E+000, 2.7465031236179872E+001, 0.0000000000000000E+000
1.5848931924611965E+004, 1.5848931924611965E+004, 0.0000000000000000E+000, 2.7464989862028549E+001, 0.0000000000000000E+000
1.5995580286147528E+004, 1.5995580286147528E+004, 0.0000000000000000E+000, 2.7464947718500866E+001, 0.0000000000000000E+000
1.6143585568265711E+004, 1.6143585568265711E+004, 0.0000000000000000E+000, 2.7464904791287594E+001, 0.0000000000000000E+000
1.6292960326398083E+004, 1.6292960326398083E+004, 0.0000000000000000E+000, 2.7464861065810751E+001, 0.0000000000000000E+000
1.6443717232150186E+004, 1.6443717232150186E+004, 0.0000000000000000E+000, 2.7464816527224038E+001, 0.0000000000000000E+000
1.6595869074376486E+004, 1.6595869074376486E+004, 0.0000000000000000E+000, 2.7464771160402393E+001, 0.0000000000000000E+000
1.6749428760265262E+004, 1.6749428760265262E+004, 0.0000000000000000E+000, 2.7464724949940219E+001, 0.0000000000000000E+000
1.6904409316433539E+004, 1.6904409316433539E+004, 0.0000000000000000E+000, 2.7464677880145917E+001, 0.0000000000000000E+000
1.7060823890032141E+004, 1.7060823890032141E+004, 0.0000000000000000E+000, 2.7464629935035518E+001, 0.0000000000000000E+000
1.7218685749860986E+004, 1.7218685749860986E+004, 0.0000000000000000E+000, 2.7464581098325560E+001, 0.0000000000000000E+000
1.7378008287494682E+004, 1.7378008287494682E+004, 0.0000000000000000E+000, 2.7464531353433550E+001, 0.0000000000000000E+000
1.7538805018418549E+004, 1.7538805018418549E+004, 0.0000000000000000E+000, 2.7464480683464799E+001, 0.0000000000000000E+000
1.7701089583175159E+004, 1.7701089583175159E+004, 0.0000000000000000E+000, 2.7464429071210791E+001, 0.0000000000000000E+000
1.7864875748521466E+004, 1.7864875748521466E+004, 0.0000000000000000E+000, 2.7464376499144599E+001, 0.0000000000000000E+000
1.8030177408596661E+004, 1.8030177408596661E+004, 0.0000000000000000E+000, 2.7464322949411514E+001, 0.0000000000000000E+000
1.8197008586100816E+004, 1.8197008586100816E+004, 0.0000000000000000E+000, 2.7464268403825503E+001, 0.0000000000000000E+000
1.8365383433484458E+004, 1.8365383433484458E+004, 0.0000000000000000E+000, 2.7464212843860363E+001, 0.0000000000000000E+000
1.8535316234149119E+004, 1.8535316234149119E+004, 0.0000000000000000E+000, 2.7464156250646482E+001, 0.0000000000000000E+000
1.8706821403659022E+004, 1.8706821403659022E+004, 0.0000000000000000E+000, 2.7464098604963041E+001, 0.0000000000000000E+000
1.8879913490963962E+004, 1.8879913490963962E+004, 0.0000000000000000E+000, 2.7464039887231113E+001, 0.0000000000000000E+000
1.9054607179633509E+004, 1.9054607179633509E+004, 0.0000000000000000E+000, 2.7463980077506463E+001, 0.0000000000000000E+000
1.9230917289102632E+004, 1.9230917289102632E+004, 0.0000000000000000E+000, 2.7463919155475594E+001, 0.0000000000000000E+000
1.9408858775928842E+004, 1.9408858775928842E+004, 0.0000000000000000E+000, 2.7463857100444020E+001, 0.0000000000000000E+000
1.9588446735060970E+004, 1.9588446735060970E+004, 0.0000000000000000E+000, 2.7463793891336067E+001, 0.0000000000000000E+000
1.9769696401119691E+004, 1.9769696401119691E+004, 0.0000000000000000E+000, 2.7463729506679154E+001, 0.0000000000000000E+000
1.9952623149689891E+004, 1.9952623149689891E+004, 0.0000000000000000E+000, 2.7463663924603591E+001, 0.0000000000000000E+000
2.0137242498624990E+004, 2.0137242498624990E+004, 0.0000000000000000E+000, 2.7463597122833136E+001, 0.0000000000000000E+000
2.0323570109363336E+004, 2.0323570109363336E+004, 0.0000000000000000E+000, 2.7463529078673986E+001, 0.0000000000000000E+000
2.0511621788256787E+004, 2.0511621788256787E+004, 0.0000000000000000E+000, 2.7463459769012498E+001, 0.0000000000000000E+000
2.0701413487911566E+004, 2.0701413487911566E+004, 0.0000000000000000E+000, 2.7463389170304357E+001, 0.0000000000000000E+000
2.0892961308541551E+004, 2.0892961308541551E+004, 0.0000000000000000E+000, 2.7463317258565532E+001, 0.0000000000000000E+000
2.1086281499334065E+004, 2.1086281499334065E+004, 0.0000000000000000E+000, 2.7463244009365905E+001, 0.0000000000000000E+000
2.1281390459828304E+004, 2.1281390459828304E+004, 0.0000000000000000E+000, 2.7463169397821289E+001, 0.0000000000000000E+000
2.1478304741306536E+004, 2.1478304741306536E+004, 0.0000000000000000E+000, 2.7463093398583112E+001, 0.0000000000000000E+000
2.1677041048198160E+004, 2.1677041048198160E+004, 0.0000000000000000E+000, 2.7463015985832001E+001, 0.0000000000000000E+000
2.1877616239496750E+004, 2.1877616239496750E+004, 0.0000000000000000E+000, 2.7462937133266173E+001, 0.0000000000000000E+000
2.2080047330190238E+004, 2.2080047330190238E+004, 0.0000000000000000E+000, 2.7462856814094813E+001, 0.0000000000000000E+000
2.2284351492704289E+004, 2.2284351492704289E+004, 0.0000000000000000E+000, 2.7462775001029016E+001, 0.0000000000000000E+000
2.2490546058359076E+004, 2.2490546058359076E+004, 0.0000000000000000E+000, 2.7462691666269894E+001, 0.0000000000000000E+000
2.2698648518839498E+004, 2.2698648518839498E+004, 0.0000000000000000E+000, 2.7462606781502782E+001, 0.0000000000000000E+000
2.2908676527679025E+004, 2.2908676527679025E+004, 0.0000000000000000E+000, 2.7462520317885023E+001, 0.0000000000000000E+000
2.3120647901757256E+004, 2.3120647901757256E+004, 0.0000000000000000E+000, 2.7462432246034730E+001, 0.0000000000000000E+000
2.3334580622811351E+004, 2.3334580622811351E+004, 0.0000000000000000E+000, 2.7462342536026174E+001, 0.0000000000000000E+000
2.3550492838961432E+004, 2.3550492838961432E+004, 0.0000000000000000E+000, 2.7462251157373437E+001, 0.0000000000000000E+000
2.3768402866250119E+004, 2.3768402866250119E+004, 0.0000000000000000E+000, 2.7462158079024611E+001, 0.0000000000000000E+000
2.3988329190196273E+004, 2.3988329190196273E+004, 0.0000000000000000E+000, 2.7462063269347858E+001, 0.0000000000000000E+000
2.4210290467363164E+004, 2.4210290467363164E+004, 0.0000000000000000E+000, 2.7461966696123611E+001, 0.0000000000000000E+000
2.4434305526941116E+004, 2.4434305526941116E+004, 0.0000000000000000E+000, 2.7461868326531011E+001, 0.0000000000000000E+000
2.4660393372344806E+004, 2.4660393372344806E+004, 0.0000000000000000E+000, 2.7461768127136772E+001, 0.0000000000000000E+000
2.4888573182825337E+004, 2.4888573182825337E+004, 0.0000000000000000E+000, 2.7461666063887591E+001, 0.0000000000000000E+000
2.5118864315097246E+004, 2.5118864315097246E+004, 0.0000000000000000E+000, 2.7461562102094248E+001, 0.0000000000000000E+000
2.5351286304980535E+004, 2.5351286304980535E+004, 0.0000000000000000E+000, 2.7461456206419488E+001, 0.0000000000000000E+000
2.5585858869057931E+004, 2.5585858869057931E+004, 0.0000000000000000E+000, 2.7461348340869701E+001, 0.0000000000000000E+000
2.5822601906347452E+004, 2.5822601906347452E+004, 0.0000000000000000E+000, 2.7461238468780770E+001, 0.0000000000000000E+000
2.6061535499990463E+004, 2.6061535499990463E+004, 0.0000000000000000E+000, 2.7461126552803265E+001, 0.0000000000000000E+000
2.6302679918955342E+004, 2.6302679918955342E+004, 0.0000000000000000E+000, 2.7461012554894559E+001, 0.0000000000000000E+000
2.6546055619756935E+004, 2.6546055619756935E+004, 0.0000000000000000E+000, 2.7460896436301262E+001, 0.0000000000000000E+000
2.6791683248191875E+004, 2.6791683248191875E+004, 0.0000000000000000E+000, 2.7460778157547765E+001, 0.0000000000000000E+000
2.7039583641090012E+004, 2.7039583641090012E+004, 0.0000000000000000E+000, 2.7460657678423480E+001, 0.0000000000000000E+000
2.7289777828081998E+004, 2.7289777828081998E+004, 0.0000000000000000E+000, 2.7460534957968132E+001, 0.0000000000000000E+000
2.7542287033383273E+004, 2.7542287033383273E+004, 0.0000000000000000E+000, 2.7460409954457393E+001, 0.0000000000000000E+000
2.7797132677594513E+004, 2.7797132677594513E+004, 0.0000000000000000E+000, 2.7460282625390334E+001, 0.0000000000000000E+000
2.8054336379518780E+004, 2.8054336379518780E+004, 0.0000000000000000E+000, 2.7460152927470851E+001, 0.0000000000000000E+000
2.8313919957995451E+004, 2.8313919957995451E+004, 0.0000000000000000E+000, 2.7460020816601329E+001, 0.0000000000000000E+000
2.8575905433751148E+004, 2.8575905433751148E+004, 0.0000000000000000E+000, 2.7459886247856442E+001, 0.0000000000000000E+000
2.8840315031267757E+004, 2.8840315031267757E+004, 0.0000000000000000E+000, 2.7459749175475999E+001, 0.0000000000000000E+000
2.9107171180667770E+004, 2.9107171180667770E+004, 0.0000000000000000E+000, 2.7459609552847223E+001, 0.0000000000000000E+000
2.9376496519617045E+004, 2.9376496519617045E+004, 0.0000000000000000E+000, 2.7459467332485225E+001, 0.0000000000000000E+000
2.9648313895245181E+004, 2.9648313895245181E+004, 0.0000000000000000E+000, 2.7459322466023977E+001, 0.0000000000000000E+000
2.9922646366083667E+004, 2.9922646366083667E+004, 0.0000000000000000E+000, 2.7459174904191300E+001, 0.0000000000000000E+000
3.0199517204021959E+004, 3.0199517204021959E+004, 0.0000000000000000E+000, 2.7459024596798901E+001, 0.0000000000000000E+000
3.0478949896281647E+004, 3.0478949896281647E+004, 0.0000000000000000E+000, 2.7458871492720910E+001, 0.0000000000000000E+000
3.0760968147408916E+004, 3.0760968147408916E+004, 0.0000000000000000E+000, 2.7458715539879584E+001, 0.0000000000000000E+000
3.1045595881285411E+004, 3.1045595881285411E+004, 0.0000000000000000E+000, 2.7458556685224433E+001, 0.0000000000000000E+000
3.1332857243157730E+004, 3.1332857243157730E+004, 0.0000000000000000E+000, 2.7458394874716664E+001, 0.0000000000000000E+000
3.1622776601685688E+004, 3.1622776601685688E+004, 0.0000000000000000E+000, 2.7458230053307663E+001, 0.0000000000000000E+000
3.1915378551009529E+004, 3.1915378551009529E+004, 0.0000000000000000E+000, 2.7458062164924076E+001, 0.0000000000000000E+000
3.2210687912836282E+004, 3.2210687912836282E+004, 0.0000000000000000E+000, 2.7457891152444837E+001, 0.0000000000000000E+000
3.2508729738545393E+004, 3.2508729738545393E+004, 0.0000000000000000E+000, 2.7457716957682841E+001, 0.0000000000000000E+000
3.2809529311313876E+004, 3.2809529311313876E+004, 0.0000000000000000E+000, 2.7457539521367302E+001, 0.0000000000000000E+000
3.3113112148261105E+004, 3.3113112148261105E+004, 0.0000000000000000E+000, 2.7457358783120029E+001, 0.0000000000000000E+000
3.3419504002613445E+004, 3.3419504002613445E+004, 0.0000000000000000E+000, 2.7457174681435816E+001, 0.0000000000000000E+000
3.3728730865888931E+004, 3.3728730865888931E+004, 0.0000000000000000E+000, 2.7456987153663551E+001, 0.0000000000000000E+000
3.4040818970102155E+004, 3.4040818970102155E+004, 0.0000000000000000E+000, 2.7456796135979580E+001, 0.0000000000000000E+000
3.4355794789989552E+004, 3.4355794789989552E+004, 0.0000000000000000E+000, 2.7456601563372168E+001, 0.0000000000000000E+000
3.4673685045255275E+004, 3.4673685045255275E+004, 0.0000000000000000E+000, 2.7456403369614367E+001, 0.0000000000000000E+000
3.4994516702837864E+004, 3.4994516702837864E+004, 0.0000000000000000E+000, 2.7456201487243810E+001, 0.0000000000000000E+000
3.5318316979197858E+004, 3.5318316979197858E+004, 0.0000000000000000E+000, 2.7455995847537871E+001, 0.0000000000000000E+000
3.5645113342626610E+004, 3.5645113342626610E+004, 0.0000000000000000E+000, 2.7455786380491453E+001, 0.0000000000000000E+000
3.5974933515576442E+004, 3.5974933515576442E+004, 0.0000000000000000E+000, 2.7455573014792712E+001, 0.0000000000000000E+000
3.6307805477012371E+004, 3.6307805477012371E+004, 0.0000000000000000E+000, 2.7455355677796859E+001, 0.0000000000000000E+000
3.6643757464785587E+004, 3.6643757464785587E+004, 0.0000000000000000E+000, 2.7455134295503587E+001, 0.0000000000000000E+000
3.6982817978028907E+004, 3.6982817978028907E+004, 0.0000000000000000E+000, 2.7454908792530063E+001, 0.0000000000000000E+000
3.7325015779574365E+004, 3.7325015779574365E+004, 0.0000000000000000E+000, 2.7454679092087083E+001, 0.0000000000000000E+000
3.7670379898393221E+004, 3.7670379898393221E+004, 0.0000000000000000E+000, 2.7454445115948964E+001, 0.0000000000000000E+000
3.8018939632058478E+004, 3.8018939632058478E+004, 0.0000000000000000E+000, 2.7454206784429221E+001, 0.0000000000000000E+000
3.8370724549230261E+004, 3.8370724549230261E+004, 0.0000000000000000E+000, 2.7453964016353488E+001, 0.0000000000000000E+000
3.8725764492164133E+004, 3.8725764492164133E+004, 0.0000000000000000E+000, 2.7453716729031555E+001, 0.0000000000000000E+000
3.9084089579242645E+004, 3.9084089579242645E+004, 0.0000000000000000E+000, 2.7453464838223493E+001, 0.0000000000000000E+000
3.9445730207530309E+004, 3.9445730207530309E+004, 0.0000000000000000E+000, 2.7453208258122388E+001, 0.0000000000000000E+000
3.9810717055352223E+004, 3.9810717055352223E+004, 0.0000000000000000E+000, 2.7452946901311769E+001, 0.0000000000000000E+000
4.0179081084896519E+004, 4.0179081084896519E+004, 0.0000000000000000E+000, 2.7452680678744137E+001, 0.0000000000000000E+000
4.0550853544840938E+004, 4.0550853544840938E+004, 0.0000000000000000E+000, 2.7452409499708239E+001, 0.0000000000000000E+000
4.0926065973003671E+004, 4.0926065973003671E+004, 0.0000000000000000E+000, 2.7452133271792878E+001, 0.0000000000000000E+000
4.1304750199018752E+004, 4.1304750199018752E+004, 0.0000000000000000E+000, 2.7451851900865648E+001, 0.0000000000000000E+000
4.1686938347036186E+004, 4.1686938347036186E+004, 0.0000000000000000E+000, 2.7451565291027158E+001, 0.0000000000000000E+000
4.2072662838447082E+004, 4.2072662838447082E+004, 0.0000000000000000E+000, 2.7451273344590025E+001, 0.0000000000000000E+000
4.2461956394633991E+004, 4.2461956394633991E+004, 0.0000000000000000E+000, 2.7450975962038513E+001, 0.0000000000000000E+000
4.2854852039746685E+004, 4.2854852039746685E+004, 0.0000000000000000E+000, 2.7450673041993451E+001, 0.0000000000000000E+000
4.3251383103503635E+004, 4.3251383103503635E+004, 0.0000000000000000E+000, 2.7450364481183250E+001, 0.0000000000000000E+000
4.3651583224019392E+004, 4.3651583224019392E+004, 0.0000000000000000E+000, 2.7450050174401227E+001, 0.0000000000000000E+000
4.4055486350658153E+004, 4.4055486350658153E+004, 0.0000000000000000E+000, 2.7449730014473968E+001, 0.0000000000000000E+000
4.4463126746913724E+004, 4.4463126746913724E+004, 0.0000000000000000E+000, 2.7449403892222808E+001, 0.0000000000000000E+000
4.4874538993316099E+004, 4.4874538993316099E+004, 0.0000000000000000E+000, 2.7449071696424184E+001, 0.0000000000000000E+000
4.5289757990364989E+004, 4.5289757990364989E+004, 0.0000000000000000E+000, 2.7448733313774770E+001, 0.0000000000000000E+000
4.5708818961490448E+004, 4.5708818961490448E+004, 0.0000000000000000E+000, 2.7448388628851749E+001, 0.0000000000000000E+000
4.6131757456040912E+004, 4.6131757456040912E+004, 0.0000000000000000E+000, 2.7448037524068347E+001, 0.0000000000000000E+000
4.6558609352298903E+004, 4.6558609352298903E+004, 0.0000000000000000E+000, 2.7447679879638336E+001, 0.0000000000000000E+000
4.6989410860524586E+004, 4.6989410860524586E+004, 0.0000000000000000E+000, 2.7447315573532094E+001, 0.0000000000000000E+000
4.7424198526027540E+004, 4.7424198526027540E+004, 0.0000000000000000E+000, 2.7446944481435416E+001, 0.0000000000000000E+000
4.7863009232266944E+004, 4.7863009232266944E+004, 0.0000000000000000E+000, 2.7446566476705385E+001, 0.0000000000000000E+000
4.8305880203980407E+004, 4.8305880203980407E+004, 0.0000000000000000E+000, 2.7446181430326973E+001, 0.0000000000000000E+000
4.8752849010341808E+004, 4.8752849010341808E+004, 0.0000000000000000E+000, 2.7445789210868202E+001, 0.0000000000000000E+000
4.9203953568148303E+004, 4.9203953568148303E+004, 0.0000000000000000E+000, 2.7445389684434467E+001, 0.0000000000000000E+000
4.9659232145036854E+004, 4.9659232145036854E+004, 0.0000000000000000E+000, 2.7444982714624281E+001, 0.0000000000000000E+000
5.0118723362730510E+004, 5.0118723362730510E+004, 0.0000000000000000E+000, 2.7444568162475452E+001, 0.0000000000000000E+000
5.0582466200314724E+004, 5.0582466200314724E+004, 0.0000000000000000E+000, 2.7444145886425705E+001, 0.0000000000000000E+000
5.1050499997543979E+004, 5.1050499997543979E+004, 0.0000000000000000E+000, 2.7443715742257485E+001, 0.0000000000000000E+000
5.1522864458179036E+004, 5.1522864458179036E+004, 0.0000000000000000E+000, 2.7443277583047898E+001, 0.0000000000000000E+000
5.1999599653355021E+004, 5.1999599653355021E+004, 0.0000000000000000E+000, 2.7442831259121544E+001, 0.0000000000000000E+000
5.2480746024980719E+004, 5.2480746024980719E+004, 0.0000000000000000E+000, 2.7442376617994295E+001, 0.0000000000000000E+000
5.2966344389169280E+004, 5.2966344389169280E+004, 0.0000000000000000E+000, 2.7441913504321491E+001, 0.0000000000000000E+000
5.3456435939700699E+004, 5.3456435939700699E+004, 0.0000000000000000E+000, 2.7441441759846732E+001, 0.0000000000000000E+000
5.3951062251516334E+004, 5.3951062251516334E+004, 0.0000000000000000E+000, 2.7440961223342111E+001, 0.0000000000000000E+000
5.4450265284245732E+004, 5.4450265284245732E+004, 0.0000000000000000E+000, 2.7440471730555210E+001, 0.0000000000000000E+000
5.4954087385766106E+004, 5.4954087385766106E+004, 0.0000000000000000E+000, 2.7439973114152131E+001, 0.0000000000000000E+000
5.5462571295794762E+004, 5.5462571295794762E+004, 0.0000000000000000E+000, 2.7439465203654329E+001, 0.0000000000000000E+000
5.5975760149514746E+004, 5.5975760149514746E+004, 0.0000000000000000E+000, 2.7438947825387011E+001, 0.0000000000000000E+000
5.6493697481234020E+004, 5.6493697481234020E+004, 0.0000000000000000E+000, 2.7438420802411962E+001, 0.0000000000000000E+000
5.7016427228078559E+004, 5.7016427228078559E+004, 0.0000000000000000E+000, 2.7437883954467871E+001, 0.0000000000000000E+000
5.7543993733719544E+004, 5.7543993733719544E+004, 0.0000000000000000E+000, 2.7437337097908610E+001, 0.0000000000000000E+000
5.8076441752135099E+004, 5.8076441752135099E+004, 0.0000000000000000E+000, 2.7436780045637768E+001, 0.0000000000000000E+000
5.8613816451406805E+004, 5.8613816451406805E+004, 0.0000000000000000E+000, 2.7436212607043274E+001, 0.0000000000000000E+000
5.9156163417551368E+004, 5.9156163417551368E+004, 0.0000000000000000E+000, 2.7435634587930274E+001, 0.0000000000000000E+000
5.9703528658387702E+004, 5.9703528658387702E+004, 0.0000000000000000E+000, 2.7435045790455334E+001, 0.0000000000000000E+000
6.0255958607439832E+004, 6.0255958607439832E+004, 0.0000000000000000E+000, 2.7434446013053968E+001, 0.0000000000000000E+000
6.0813500127875894E+004, 6.0813500127875894E+004, 0.0000000000000000E+000, 2.7433835050374526E+001, 0.0000000000000000E+000
6.1376200516483565E+004, 6.1376200516483565E+004, 0.0000000000000000E+000, 2.7433212693200236E+001, 0.0000000000000000E+000
6.1944107507682333E+004, 6.1944107507682333E+004, 0.0000000000000000E+000, 2.7432578728379660E+001, 0.0000000000000000E+000
6.2517269277572814E+004, 6.2517269277572814E+004, 0.0000000000000000E+000, 2.7431932938753611E+001, 0.0000000000000000E+000
6.3095734448023606E+004, 6.3095734448023606E+004, 0.0000000000000000E+000, 2.7431275103074050E+001, 0.0000000000000000E+000
6.3679552090795907E+004, 6.3679552090795907E+004, 0.0000000000000000E+000, 2.7430604995929887E+001, 0.0000000000000000E+000
6.4268771731706336E+004, 6.4268771731706336E+004, 0.0000000000000000E+000, 2.7429922387668103E+001, 0.0000000000000000E+000
6.4863443354828254E+004, 6.4863443354828254E+004, 0.0000000000000000E+000, 2.7429227044309066E+001, 0.0000000000000000E+000
6.5463617406731959E+004, 6.5463617406731959E+004, 0.0000000000000000E+000, 2.7428518727469960E+001, 0.0000000000000000E+000
6.6069344800764113E+004, 6.6069344800764113E+004, 0.0000000000000000E+000, 2.7427797194276980E+001, 0.0000000000000000E+000
6.6680676921366772E+004, 6.6680676921366772E+004, 0.0000000000000000E+000, 2.7427062197277635E+001, 0.0000000000000000E+000
6.7297665628436385E+004, 6.7297665628436385E+004, 0.0000000000000000E+000, 2.7426313484361874E+001, 0.0000000000000000E+000
6.7920363261723120E+004, 6.7920363261723120E+004, 0.0000000000000000E+000, 2.7425550798664787E+001, 0.0000000000000000E+000
6.8548822645270877E+004, 6.8548822645270877E+004, 0.0000000000000000E+000, 2.7424773878480671E+001, 0.0000000000000000E+000
6.9183097091898424E+004, 6.9183097091898424E+004, 0.0000000000000000E+000, 2.7423982457167988E+001, 0.0000000000000000E+000
6.9823240407721969E+004, 6.9823240407721969E+004, 0.0000000000000000E+000, 2.7423176263056895E+001, 0.0000000000000000E+000
7.0469306896719572E+004, 7.0469306896719572E+004, 0.0000000000000000E+000, 2.7422355019354701E+001, 0.0000000000000000E+000
7.1121351365337832E+004, 7.1121351365337832E+004, 0.0000000000000000E+000, 2.7421518444043823E+001, 0.0000000000000000E+000
7.1779429127141149E+004, 7.1779429127141149E+004, 0.0000000000000000E+000, 2.7420666249786407E+001, 0.0000000000000000E+000
7.2443596007504035E+004, 7.2443596007504035E+004, 0.0000000000000000E+000, 2.7419798143820348E+001, 0.0000000000000000E+000
7.3113908348346828E+004, 7.3113908348346828E+004, 0.0000000000000000E+000, 2.7418913827855832E+001, 0.0000000000000000E+000
7.3790423012915227E+004, 7.3790423012915227E+004, 0.0000000000000000E+000, 2.7418012997968056E+001, 0.0000000000000000E+000
7.4473197390604095E+004, 7.4473197390604095E+004, 0.0000000000000000E+000, 2.7417095344495870E+001, 0.0000000000000000E+000
7.5162289401825794E+004, 7.5162289401825794E+004, 0.0000000000000000E+000, 2.7416160551922538E+001, 0.0000000000000000E+000
7.5857757502923676E+004, 7.5857757502923676E+004, 0.0000000000000000E+000, 2.7415208298771887E+001, 0.0000000000000000E+000
7.6559660691130994E+004, 7.6559660691130994E+004, 0.0000000000000000E+000, 2.7414238257490812E+001, 0.0000000000000000E+000
7.7268058509575654E+004, 7.7268058509575654E+004, 0.0000000000000000E+000, 2.7413250094330472E+001, 0.0000000000000000E+000
7.7983011052331349E+004, 7.7983011052331349E+004, 0.0000000000000000E+000, 2.7412243469234166E+001, 0.0000000000000000E+000
7.8704578969515394E+004, 7.8704578969515394E+004, 0.0000000000000000E+000, 2.7411218035708885E+001, 0.0000000000000000E+000
7.9432823472433738E+004, 7.9432823472433738E+004, 0.0000000000000000E+000, 2.7410173440706821E+001, 0.0000000000000000E+000
8.0167806338773560E+004, 8.0167806338773560E+004, 0.0000000000000000E+000, 2.7409109324499759E+001, 0.0000000000000000E+000
8.0909589917843943E+004, 8.0909589917843943E+004, 0.0000000000000000E+000, 2.7408025320547594E+001, 0.0000000000000000E+000
8.1658237135865013E+004, 8.1658237135865013E+004, 0.0000000000000000E+000, 2.7406921055369764E+001, 0.0000000000000000E+000
8.2413811501306060E+004, 8.2413811501306060E+004, 0.0000000000000000E+000, 2.7405796148413678E+001, 0.0000000000000000E+000
8.3176377110272995E+004, 8.3176377110272995E+004, 0.0000000000000000E+000, 2.7404650211913626E+001, 0.0000000000000000E+000
8.3945998651945702E+004, 8.3945998651945702E+004, 0.0000000000000000E+000, 2.7403482850759264E+001, 0.0000000000000000E+000
8.4722741414065662E+004, 8.4722741414065662E+004, 0.0000000000000000E+000, 2.7402293662347091E+001, 0.0000000000000000E+000
8.5506671288474419E+004, 8.5506671288474419E+004, 0.0000000000000000E+000, 2.7401082236444413E+001, 0.0000000000000000E+000
8.6297854776703185E+004, 8.6297854776703185E+004, 0.0000000000000000E+000, 2.7399848155034331E+001, 0.0000000000000000E+000
8.7096358995614282E+004, 8.7096358995614282E+004, 0.0000000000000000E+000, 2.7398590992170867E+001, 0.0000000000000000E+000
8.7902251683094713E+004, 8.7902251683094713E+004, 0.0000000000000000E+000, 2.7397310313827496E+001, 0.0000000000000000E+000
8.8715601203802435E+004, 8.8715601203802435E+004, 0.0000000000000000E+000, 2.7396005677737001E+001, 0.0000000000000000E+000
8.9536476554965790E+004, 8.9536476554965790E+004, 0.0000000000000000E+000, 2.7394676633237388E+001, 0.0000000000000000E+000
9.0364947372236624E+004, 9.0364947372236624E+004, 0.0000000000000000E+000, 2.7393322721106426E+001, 0.0000000000000000E+000
9.1201083935597519E+004, 9.1201083935597519E+004, 0.0000000000000000E+000, 2.7391943473398754E+001, 0.0000000000000000E+000
9.2044957175323740E+004, 9.2044957175323740E+004, 0.0000000000000000E+000, 2.7390538413277447E+001, 0.0000000000000000E+000
9.2896638678000309E+004, 9.2896638678000309E+004, 0.0000000000000000E+000, 2.7389107054843045E+001, 0.0000000000000000E+000
9.3756200692594764E+004, 9.3756200692594764E+004, 0.0000000000000000E+000, 2.7387648902957970E+001, 0.0000000000000000E+000
9.4623716136586110E+004, 9.4623716136586110E+004, 0.0000000000000000E+000, 2.7386163453066384E+001, 0.0000000000000000E+000
9.5499258602150469E+004, 9.5499258602150469E+004, 0.0000000000000000E+000, 2.7384650191017698E+001, 0.0000000000000000E+000
9.6382902362403998E+004, 9.6382902362403998E+004, 0.0000000000000000E+000, 2.7383108592877250E+001, 0.0000000000000000E+000
9.7274722377703525E+004, 9.7274722377703525E+004, 0.0000000000000000E+000, 2.7381538124736949E+001, 0.0000000000000000E+000
9.8174794302005525E+004, 9.8174794302005525E+004, 0.0000000000000000E+000, 2.7379938242523561E+001, 0.0000000000000000E+000
9.9083194489283924E+004, 9.9083194489283924E+004, 0.0000000000000000E+000, 2.7378308391806158E+001, 0.0000000000000000E+000
1.0000000000000725E+005, 1.0000000000000725E+005, 0.0000000000000000E+000, 2.7376648007587889E+001, 0.0000000000000000E+000
1.0092528860767577E+005, 1.0092528860767577E+005, 0.0000000000000000E+000, 2.7374956514109666E+001, 0.0000000000000000E+000
1.0185913880541910E+005, 1.0185913880541910E+005, 0.0000000000000000E+000, 2.7373233324637965E+001, 0.0000000000000000E+000
1.0280162981265484E+005, 1.0280162981265484E+005, 0.0000000000000000E+000, 2.7371477841252382E+001, 0.0000000000000000E+000
1.0375284158180883E+005, 1.0375284158180883E+005, 0.0000000000000000E+000, 2.7369689454631075E+001, 0.0000000000000000E+000
1.0471285480509760E+005, 1.0471285480509760E+005, 0.0000000000000000E+000, 2.7367867543829718E+001, 0.0000000000000000E+000
1.0568175092137358E+005, 1.0568175092137358E+005, 0.0000000000000000E+000, 2.7366011476054851E+001, 0.0000000000000000E+000
1.0665961212303360E+005, 1.0665961212303360E+005, 0.0000000000000000E+000, 2.7364120606437076E+001, 0.0000000000000000E+000
1.0764652136299139E+005, 1.0764652136299139E+005, 0.0000000000000000E+000, 2.7362194277795741E+001, 0.0000000000000000E+000
1.0864256236171453E+005, 1.0864256236171453E+005, 0.0000000000000000E+000, 2.7360231820401147E+001, 0.0000000000000000E+000
1.0964781961432657E+005, 1.0964781961432657E+005, 0.0000000000000000E+000, 2.7358232551730666E+001, 0.0000000000000000E+000
1.1066237839777478E+005, 1.1066237839777478E+005, 0.0000000000000000E+000, 2.7356195776223878E+001, 0.0000000000000000E+000
1.1168632477806434E+005, 1.1168632477806434E+005, 0.0000000000000000E+000, 2.7354120785026169E+001, 0.0000000000000000E+000
1.1271974561755935E+005, 1.1271974561755935E+005, 0.0000000000000000E+000, 2.7352006855734050E+001, 0.0000000000000000E+000
