
Label=dB(v(Out4)/(V(Vid1)-V(Vid2))) vs F
LabelX=F
LabelY=dB(v(Out4)/(V(Vid1)-V(Vid2)))
Data Point Count=1001
F,F,F,dB(v(Out4)/(V(Vid1)-V(Vid2))),dB(v(Out4)/(V(Vid1)-V(Vid2)))
3.4197944251371138E+002, 3.4197944251371138E+002, 0.0000000000000000E+000, 4.7123680294915403E+001, 0.0000000000000000E+000
3.4673685045253421E+002, 3.4673685045253421E+002, 0.0000000000000000E+000, 4.7123361275623516E+001, 0.0000000000000000E+000
3.5156044052830077E+002, 3.5156044052830077E+002, 0.0000000000000000E+000, 4.7123033343011009E+001, 0.0000000000000000E+000
3.5645113342624694E+002, 3.5645113342624694E+002, 0.0000000000000000E+000, 4.7122696248751730E+001, 0.0000000000000000E+000
3.6140986263961605E+002, 3.6140986263961605E+002, 0.0000000000000000E+000, 4.7122349737624347E+001, 0.0000000000000000E+000
3.6643757464783607E+002, 3.6643757464783607E+002, 0.0000000000000000E+000, 4.7121993547351479E+001, 0.0000000000000000E+000
3.7153522909717543E+002, 3.7153522909717543E+002, 0.0000000000000000E+000, 4.7121627408393607E+001, 0.0000000000000000E+000
3.7670379898391184E+002, 3.7670379898391184E+002, 0.0000000000000000E+000, 4.7121251043742731E+001, 0.0000000000000000E+000
3.8194427084004963E+002, 3.8194427084004963E+002, 0.0000000000000000E+000, 4.7120864168740951E+001, 0.0000000000000000E+000
3.8725764492162034E+002, 3.8725764492162034E+002, 0.0000000000000000E+000, 4.7120466490847477E+001, 0.0000000000000000E+000
3.9264493539960307E+002, 3.9264493539960307E+002, 0.0000000000000000E+000, 4.7120057709445931E+001, 0.0000000000000000E+000
3.9810717055350057E+002, 3.9810717055350057E+002, 0.0000000000000000E+000, 4.7119637515597539E+001, 0.0000000000000000E+000
4.0364539296760836E+002, 4.0364539296760836E+002, 0.0000000000000000E+000, 4.7119205591843965E+001, 0.0000000000000000E+000
4.0926065973001431E+002, 4.0926065973001431E+002, 0.0000000000000000E+000, 4.7118761611953431E+001, 0.0000000000000000E+000
4.1495404263436649E+002, 4.1495404263436649E+002, 0.0000000000000000E+000, 4.7118305240687462E+001, 0.0000000000000000E+000
4.2072662838444774E+002, 4.2072662838444774E+002, 0.0000000000000000E+000, 4.7117836133568687E+001, 0.0000000000000000E+000
4.2657951880159641E+002, 4.2657951880159641E+002, 0.0000000000000000E+000, 4.7117353936610151E+001, 0.0000000000000000E+000
4.3251383103501252E+002, 4.3251383103501252E+002, 0.0000000000000000E+000, 4.7116858286072407E+001, 0.0000000000000000E+000
4.3853069777498962E+002, 4.3853069777498962E+002, 0.0000000000000000E+000, 4.7116348808191944E+001, 0.0000000000000000E+000
4.4463126746911274E+002, 4.4463126746911274E+002, 0.0000000000000000E+000, 4.7115825118913918E+001, 0.0000000000000000E+000
4.5081670454146428E+002, 4.5081670454146428E+002, 0.0000000000000000E+000, 4.7115286823608088E+001, 0.0000000000000000E+000
