
Label=dB(v(Vout)/v(Vin)) vs F
LabelX=F
LabelY=dB(v(Vout)/v(Vin))
Data Point Count=1001
F,F,F,dB(v(Vout)/v(Vin)),dB(v(Vout)/v(Vin))
1.8967059212111570E+004, 1.8967059212111570E+004, 0.0000000000000000E+000, 7.3352703402437456E+001, 0.0000000000000000E+000
1.9098532585662488E+004, 1.9098532585662488E+004, 0.0000000000000000E+000, 7.4045342805242470E+001, 0.0000000000000000E+000
1.9230917289101693E+004, 1.9230917289101693E+004, 0.0000000000000000E+000, 7.4691937920754839E+001, 0.0000000000000000E+000
1.9364219639466181E+004, 1.9364219639466181E+004, 0.0000000000000000E+000, 7.5281352665039051E+001, 0.0000000000000000E+000
1.9498445997580562E+004, 1.9498445997580562E+004, 0.0000000000000000E+000, 7.5803395008257056E+001, 0.0000000000000000E+000
1.9633602768360579E+004, 1.9633602768360579E+004, 0.0000000000000000E+000, 7.6249482449132515E+001, 0.0000000000000000E+000
1.9769696401118719E+004, 1.9769696401118719E+004, 0.0000000000000000E+000, 7.6612932840983945E+001, 0.0000000000000000E+000
1.9906733389871981E+004, 1.9906733389871981E+004, 0.0000000000000000E+000, 7.6888758304984819E+001, 0.0000000000000000E+000
2.0044720273651728E+004, 2.0044720273651728E+004, 0.0000000000000000E+000, 7.7073045732364676E+001, 0.0000000000000000E+000
2.0183663636815727E+004, 2.0183663636815727E+004, 0.0000000000000000E+000, 7.7162219328606199E+001, 0.0000000000000000E+000
2.0323570109362336E+004, 2.0323570109362336E+004, 0.0000000000000000E+000, 7.7152588170142437E+001, 0.0000000000000000E+000
2.0464446367246863E+004, 2.0464446367246863E+004, 0.0000000000000000E+000, 7.7040515371403288E+001, 0.0000000000000000E+000
2.0606299132700125E+004, 2.0606299132700125E+004, 0.0000000000000000E+000, 7.6823305015270606E+001, 0.0000000000000000E+000
2.0749135174549221E+004, 2.0749135174549221E+004, 0.0000000000000000E+000, 7.6500563974877636E+001, 0.0000000000000000E+000
2.0892961308540518E+004, 2.0892961308540518E+004, 0.0000000000000000E+000, 7.6075509532742018E+001, 0.0000000000000000E+000
2.1037784397664880E+004, 2.1037784397664880E+004, 0.0000000000000000E+000, 7.5555639138469644E+001, 0.0000000000000000E+000
2.1183611352485146E+004, 2.1183611352485146E+004, 0.0000000000000000E+000, 7.4952432146363932E+001, 0.0000000000000000E+000
2.1330449131465892E+004, 2.1330449131465892E+004, 0.0000000000000000E+000, 7.4280181675539239E+001, 0.0000000000000000E+000
2.1478304741305466E+004, 2.1478304741305466E+004, 0.0000000000000000E+000, 7.3554391922079532E+001, 0.0000000000000000E+000
2.1627185237270332E+004, 2.1627185237270332E+004, 0.0000000000000000E+000, 7.2790244625718415E+001, 0.0000000000000000E+000
2.1777097723531719E+004, 2.1777097723531719E+004, 0.0000000000000000E+000, 7.2001472934380587E+001, 0.0000000000000000E+000
2.1928049353504619E+004, 2.1928049353504619E+004, 0.0000000000000000E+000, 7.1199744224092413E+001, 0.0000000000000000E+000
2.2080047330189132E+004, 2.2080047330189132E+004, 0.0000000000000000E+000, 7.0394480031292645E+001, 0.0000000000000000E+000
2.2233098906514166E+004, 2.2233098906514166E+004, 0.0000000000000000E+000, 6.9592970274748424E+001, 0.0000000000000000E+000
2.2387211385683531E+004, 2.2387211385683531E+004, 0.0000000000000000E+000, 6.8800643099238442E+001, 0.0000000000000000E+000
2.2542392121524430E+004, 2.2542392121524430E+004, 0.0000000000000000E+000, 6.8021388662807766E+001, 0.0000000000000000E+000
2.2698648518838356E+004, 2.2698648518838356E+004, 0.0000000000000000E+000, 6.7257875635862391E+001, 0.0000000000000000E+000
2.2855988033754438E+004, 2.2855988033754438E+004, 0.0000000000000000E+000, 6.6511830382198298E+001, 0.0000000000000000E+000
2.3014418174085222E+004, 2.3014418174085222E+004, 0.0000000000000000E+000, 6.5784268659221098E+001, 0.0000000000000000E+000
2.3173946499684924E+004, 2.3173946499684924E+004, 0.0000000000000000E+000, 6.5075680510169406E+001, 0.0000000000000000E+000
2.3334580622810165E+004, 2.3334580622810165E+004, 0.0000000000000000E+000, 6.4386173941280418E+001, 0.0000000000000000E+000
2.3496328208483210E+004, 2.3496328208483210E+004, 0.0000000000000000E+000, 6.3715584511132789E+001, 0.0000000000000000E+000
2.3659196974857721E+004, 2.3659196974857721E+004, 0.0000000000000000E+000, 6.3063557788125166E+001, 0.0000000000000000E+000
2.3823194693587044E+004, 2.3823194693587044E+004, 0.0000000000000000E+000, 6.2429610741178195E+001, 0.0000000000000000E+000
2.3988329190195047E+004, 2.3988329190195047E+004, 0.0000000000000000E+000, 6.1813177040626918E+001, 0.0000000000000000E+000
2.4154608344449549E+004, 2.4154608344449549E+004, 0.0000000000000000E+000, 6.1213640207615470E+001, 0.0000000000000000E+000
2.4322040090738301E+004, 2.4322040090738301E+004, 0.0000000000000000E+000, 6.0630357657696635E+001, 0.0000000000000000E+000
2.4490632418447603E+004, 2.4490632418447603E+004, 0.0000000000000000E+000, 6.0062677959268555E+001, 0.0000000000000000E+000
2.4660393372343544E+004, 2.4660393372343544E+004, 0.0000000000000000E+000, 5.9509953057930495E+001, 0.0000000000000000E+000
2.4831331052955855E+004, 2.4831331052955855E+004, 0.0000000000000000E+000, 5.8971546779743285E+001, 0.0000000000000000E+000
2.5003453616964467E+004, 2.5003453616964467E+004, 0.0000000000000000E+000, 5.8446840593885668E+001, 0.0000000000000000E+000
2.5176769277588712E+004, 2.5176769277588712E+004, 0.0000000000000000E+000, 5.7935237365003147E+001, 0.0000000000000000E+000
2.5351286304979232E+004, 2.5351286304979232E+004, 0.0000000000000000E+000, 5.7436163638277264E+001, 0.0000000000000000E+000
2.5527013026612625E+004, 2.5527013026612625E+004, 0.0000000000000000E+000, 5.6949070860518503E+001, 0.0000000000000000E+000
2.5703957827688795E+004, 2.5703957827688795E+004, 0.0000000000000000E+000, 5.6473435836507626E+001, 0.0000000000000000E+000
2.5882129151531073E+004, 2.5882129151531073E+004, 0.0000000000000000E+000, 5.6008760642336775E+001, 0.0000000000000000E+000
2.6061535499989113E+004, 2.6061535499989113E+004, 0.0000000000000000E+000, 5.5554572159837399E+001, 0.0000000000000000E+000
2.6242185433844577E+004, 2.6242185433844577E+004, 0.0000000000000000E+000, 5.5110421353246849E+001, 0.0000000000000000E+000
2.6424087573219625E+004, 2.6424087573219625E+004, 0.0000000000000000E+000, 5.4675882377284466E+001, 0.0000000000000000E+000
2.6607250597988259E+004, 2.6607250597988259E+004, 0.0000000000000000E+000, 5.4250551581975948E+001, 0.0000000000000000E+000
2.6791683248190482E+004, 2.6791683248190482E+004, 0.0000000000000000E+000, 5.3834046461801570E+001, 0.0000000000000000E+000
2.6977394324449368E+004, 2.6977394324449368E+004, 0.0000000000000000E+000, 5.3426004583505502E+001, 0.0000000000000000E+000
2.7164392688390992E+004, 2.7164392688390992E+004, 0.0000000000000000E+000, 5.3026082517044316E+001, 0.0000000000000000E+000
2.7352687263067288E+004, 2.7352687263067288E+004, 0.0000000000000000E+000, 5.2633954786818038E+001, 0.0000000000000000E+000
2.7542287033381832E+004, 2.7542287033381832E+004, 0.0000000000000000E+000, 5.2249312854884032E+001, 0.0000000000000000E+000
2.7733201046518574E+004, 2.7733201046518574E+004, 0.0000000000000000E+000, 5.1871864143826620E+001, 0.0000000000000000E+000
2.7925438412373551E+004, 2.7925438412373551E+004, 0.0000000000000000E+000, 5.1501331103989720E+001, 0.0000000000000000E+000
2.8119008303989576E+004, 2.8119008303989576E+004, 0.0000000000000000E+000, 5.1137450327611027E+001, 0.0000000000000000E+000
2.8313919957993963E+004, 2.8313919957993963E+004, 0.0000000000000000E+000, 5.0779971710824022E+001, 0.0000000000000000E+000
2.8510182675039268E+004, 2.8510182675039268E+004, 0.0000000000000000E+000, 5.0428657663369727E+001, 0.0000000000000000E+000
2.8707805820247086E+004, 2.8707805820247086E+004, 0.0000000000000000E+000, 5.0083282365069863E+001, 0.0000000000000000E+000
2.8906798823654935E+004, 2.8906798823654935E+004, 0.0000000000000000E+000, 4.9743631067573119E+001, 0.0000000000000000E+000
2.9107171180666235E+004, 2.9107171180666235E+004, 0.0000000000000000E+000, 4.9409499439531160E+001, 0.0000000000000000E+000
2.9308932452503392E+004, 2.9308932452503392E+004, 0.0000000000000000E+000, 4.9080692953144322E+001, 0.0000000000000000E+000
2.9512092266664044E+004, 2.9512092266664044E+004, 0.0000000000000000E+000, 4.8757026309899636E+001, 0.0000000000000000E+000
2.9716660317380451E+004, 2.9716660317380451E+004, 0.0000000000000000E+000, 4.8438322903281552E+001, 0.0000000000000000E+000
2.9922646366082081E+004, 2.9922646366082081E+004, 0.0000000000000000E+000, 4.8124414316244312E+001, 0.0000000000000000E+000
3.0130060241861403E+004, 3.0130060241861403E+004, 0.0000000000000000E+000, 4.7815139851282140E+001, 0.0000000000000000E+000
3.0338911841942900E+004, 3.0338911841942900E+004, 0.0000000000000000E+000, 4.7510346091004692E+001, 0.0000000000000000E+000
3.0549211132155328E+004, 3.0549211132155328E+004, 0.0000000000000000E+000, 4.7209886487214057E+001, 0.0000000000000000E+000
3.0760968147407279E+004, 3.0760968147407279E+004, 0.0000000000000000E+000, 4.6913620976577931E+001, 0.0000000000000000E+000
3.0974192992166001E+004, 3.0974192992166001E+004, 0.0000000000000000E+000, 4.6621415621097732E+001, 0.0000000000000000E+000
3.1188895840939571E+004, 3.1188895840939571E+004, 0.0000000000000000E+000, 4.6333142271676380E+001, 0.0000000000000000E+000
3.1405086938762375E+004, 3.1405086938762375E+004, 0.0000000000000000E+000, 4.6048678253195582E+001, 0.0000000000000000E+000
3.1622776601683996E+004, 3.1622776601683996E+004, 0.0000000000000000E+000, 4.5767906069615670E+001, 0.0000000000000000E+000
3.1841975217261450E+004, 3.1841975217261450E+004, 0.0000000000000000E+000, 4.5490713127710208E+001, 0.0000000000000000E+000
3.2062693245054863E+004, 3.2062693245054863E+004, 0.0000000000000000E+000, 4.5216991478142852E+001, 0.0000000000000000E+000
3.2284941217126561E+004, 3.2284941217126561E+004, 0.0000000000000000E+000, 4.4946637572684061E+001, 0.0000000000000000E+000
3.2508729738543647E+004, 3.2508729738543647E+004, 0.0000000000000000E+000, 4.4679552036450403E+001, 0.0000000000000000E+000
3.2734069487884030E+004, 3.2734069487884030E+004, 0.0000000000000000E+000, 4.4415639454129163E+001, 0.0000000000000000E+000
3.2960971217745988E+004, 3.2960971217745988E+004, 0.0000000000000000E+000, 4.4154808169226023E+001, 0.0000000000000000E+000
3.3189445755261251E+004, 3.3189445755261251E+004, 0.0000000000000000E+000, 4.3896970095443130E+001, 0.0000000000000000E+000
3.3419504002611640E+004, 3.3419504002611640E+004, 0.0000000000000000E+000, 4.3642040539359996E+001, 0.0000000000000000E+000
3.3651156937549291E+004, 3.3651156937549291E+004, 0.0000000000000000E+000, 4.3389938033650424E+001, 0.0000000000000000E+000
3.3884415613920479E+004, 3.3884415613920479E+004, 0.0000000000000000E+000, 4.3140584180124115E+001, 0.0000000000000000E+000
3.4119291162193076E+004, 3.4119291162193076E+004, 0.0000000000000000E+000, 4.2893903501934155E+001, 0.0000000000000000E+000
3.4355794789987689E+004, 3.4355794789987689E+004, 0.0000000000000000E+000, 4.2649823304339080E+001, 0.0000000000000000E+000
3.4593937782612426E+004, 3.4593937782612426E+004, 0.0000000000000000E+000, 4.2408273543453419E+001, 0.0000000000000000E+000
3.4833731503601412E+004, 3.4833731503601412E+004, 0.0000000000000000E+000, 4.2169186702460955E+001, 0.0000000000000000E+000
3.5075187395257039E+004, 3.5075187395257039E+004, 0.0000000000000000E+000, 4.1932497674803557E+001, 0.0000000000000000E+000
3.5318316979195937E+004, 3.5318316979195937E+004, 0.0000000000000000E+000, 4.1698143653893347E+001, 0.0000000000000000E+000
3.5563131856898777E+004, 3.5563131856898777E+004, 0.0000000000000000E+000, 4.1466064028928201E+001, 0.0000000000000000E+000
3.5809643710263845E+004, 3.5809643710263845E+004, 0.0000000000000000E+000, 4.1236200286421003E+001, 0.0000000000000000E+000
3.6057864302164489E+004, 3.6057864302164489E+004, 0.0000000000000000E+000, 4.1008495917080324E+001, 0.0000000000000000E+000
3.6307805477010384E+004, 3.6307805477010384E+004, 0.0000000000000000E+000, 4.0782896327706013E+001, 0.0000000000000000E+000
3.6559479161312745E+004, 3.6559479161312745E+004, 0.0000000000000000E+000, 4.0559348757786822E+001, 0.0000000000000000E+000
3.6812897364253404E+004, 3.6812897364253404E+004, 0.0000000000000000E+000, 4.0337802200508754E+001, 0.0000000000000000E+000
3.7068072178257862E+004, 3.7068072178257862E+004, 0.0000000000000000E+000, 4.0118207327903605E+001, 0.0000000000000000E+000
3.7325015779572321E+004, 3.7325015779572321E+004, 0.0000000000000000E+000, 3.9900516419885008E+001, 0.0000000000000000E+000
3.7583740428844685E+004, 3.7583740428844685E+004, 0.0000000000000000E+000, 3.9684683296937379E+001, 0.0000000000000000E+000
3.7844258471709603E+004, 3.7844258471709603E+004, 0.0000000000000000E+000, 3.9470663256238524E+001, 0.0000000000000000E+000
3.8106582339377579E+004, 3.8106582339377579E+004, 0.0000000000000000E+000, 3.9258413011011960E+001, 0.0000000000000000E+000
3.8370724549228151E+004, 3.8370724549228151E+004, 0.0000000000000000E+000, 3.9047890632918097E+001, 0.0000000000000000E+000
3.8636697705407190E+004, 3.8636697705407190E+004, 0.0000000000000000E+000, 3.8839055497306830E+001, 0.0000000000000000E+000
3.8904514499428333E+004, 3.8904514499428333E+004, 0.0000000000000000E+000, 3.8631868231165214E+001, 0.0000000000000000E+000
3.9174187710778584E+004, 3.9174187710778584E+004, 0.0000000000000000E+000, 3.8426290663605300E+001, 0.0000000000000000E+000
3.9445730207528119E+004, 3.9445730207528119E+004, 0.0000000000000000E+000, 3.8222285778746802E+001, 0.0000000000000000E+000
3.9719154946944313E+004, 3.9719154946944313E+004, 0.0000000000000000E+000, 3.8019817670859275E+001, 0.0000000000000000E+000
3.9994474976110032E+004, 3.9994474976110032E+004, 0.0000000000000000E+000, 3.7818851501636594E+001, 0.0000000000000000E+000
4.0271703432546194E+004, 4.0271703432546194E+004, 0.0000000000000000E+000, 3.7619353459485090E+001, 0.0000000000000000E+000
4.0550853544838668E+004, 4.0550853544838668E+004, 0.0000000000000000E+000, 3.7421290720713891E+001, 0.0000000000000000E+000
4.0831938633269499E+004, 4.0831938633269499E+004, 0.0000000000000000E+000, 3.7224631412523159E+001, 0.0000000000000000E+000
4.1114972110452516E+004, 4.1114972110452516E+004, 0.0000000000000000E+000, 3.7029344577692626E+001, 0.0000000000000000E+000
4.1399967481973341E+004, 4.1399967481973341E+004, 0.0000000000000000E+000, 3.6835400140878257E+001, 0.0000000000000000E+000
4.1686938347033843E+004, 4.1686938347033843E+004, 0.0000000000000000E+000, 3.6642768876431376E+001, 0.0000000000000000E+000
4.1975898399101061E+004, 4.1975898399101061E+004, 0.0000000000000000E+000, 3.6451422377659085E+001, 0.0000000000000000E+000
4.2266861426560608E+004, 4.2266861426560608E+004, 0.0000000000000000E+000, 3.6261333027450128E+001, 0.0000000000000000E+000
4.2559841313374622E+004, 4.2559841313374622E+004, 0.0000000000000000E+000, 3.6072473970194835E+001, 0.0000000000000000E+000
4.2854852039744270E+004, 4.2854852039744270E+004, 0.0000000000000000E+000, 3.5884819084931877E+001, 0.0000000000000000E+000
4.3151907682776844E+004, 4.3151907682776844E+004, 0.0000000000000000E+000, 3.5698342959658881E+001, 0.0000000000000000E+000
4.3451022417157481E+004, 4.3451022417157481E+004, 0.0000000000000000E+000, 3.5513020866747269E+001, 0.0000000000000000E+000
4.3752210515825536E+004, 4.3752210515825536E+004, 0.0000000000000000E+000, 3.5328828739405481E+001, 0.0000000000000000E+000
4.4055486350655665E+004, 4.4055486350655665E+004, 0.0000000000000000E+000, 3.5145743149137715E+001, 0.0000000000000000E+000
4.4360864393143587E+004, 4.4360864393143587E+004, 0.0000000000000000E+000, 3.4963741284148689E+001, 0.0000000000000000E+000
4.4668359215096651E+004, 4.4668359215096651E+004, 0.0000000000000000E+000, 3.4782800928647355E+001, 0.0000000000000000E+000
4.4977985489329134E+004, 4.4977985489329134E+004, 0.0000000000000000E+000, 3.4602900443005552E+001, 0.0000000000000000E+000
4.5289757990362421E+004, 4.5289757990362421E+004, 0.0000000000000000E+000, 3.4424018744729743E+001, 0.0000000000000000E+000
4.5603691595129967E+004, 4.5603691595129967E+004, 0.0000000000000000E+000, 3.4246135290206503E+001, 0.0000000000000000E+000
4.5919801283687215E+004, 4.5919801283687215E+004, 0.0000000000000000E+000, 3.4069230057184662E+001, 0.0000000000000000E+000
4.6238102139926385E+004, 4.6238102139926385E+004, 0.0000000000000000E+000, 3.3893283527958779E+001, 0.0000000000000000E+000
4.6558609352296255E+004, 4.6558609352296255E+004, 0.0000000000000000E+000, 3.3718276673220934E+001, 0.0000000000000000E+000
4.6881338214526884E+004, 4.6881338214526884E+004, 0.0000000000000000E+000, 3.3544190936549143E+001, 0.0000000000000000E+000
4.7206304126359420E+004, 4.7206304126359420E+004, 0.0000000000000000E+000, 3.3371008219503096E+001, 0.0000000000000000E+000
4.7533522594280905E+004, 4.7533522594280905E+004, 0.0000000000000000E+000, 3.3198710867298530E+001, 0.0000000000000000E+000
4.7863009232264209E+004, 4.7863009232264209E+004, 0.0000000000000000E+000, 3.3027281655034201E+001, 0.0000000000000000E+000
4.8194779762513113E+004, 4.8194779762513113E+004, 0.0000000000000000E+000, 3.2856703774445762E+001, 0.0000000000000000E+000
4.8528850016212491E+004, 4.8528850016212491E+004, 0.0000000000000000E+000, 3.2686960821162884E+001, 0.0000000000000000E+000
4.8865235934283752E+004, 4.8865235934283752E+004, 0.0000000000000000E+000, 3.2518036782446927E+001, 0.0000000000000000E+000
4.9203953568145487E+004, 4.9203953568145487E+004, 0.0000000000000000E+000, 3.2349916025387586E+001, 0.0000000000000000E+000
4.9545019080479418E+004, 4.9545019080479418E+004, 0.0000000000000000E+000, 3.2182583285538307E+001, 0.0000000000000000E+000
4.9888448746001624E+004, 4.9888448746001624E+004, 0.0000000000000000E+000, 3.2016023655970933E+001, 0.0000000000000000E+000
5.0234258952239114E+004, 5.0234258952239114E+004, 0.0000000000000000E+000, 3.1850222576731344E+001, 0.0000000000000000E+000
5.0582466200311814E+004, 5.0582466200311814E+004, 0.0000000000000000E+000, 3.1685165824678712E+001, 0.0000000000000000E+000
5.0933087105719955E+004, 5.0933087105719955E+004, 0.0000000000000000E+000, 3.1520839503691604E+001, 0.0000000000000000E+000
5.1286138399136900E+004, 5.1286138399136900E+004, 0.0000000000000000E+000, 3.1357230035225456E+001, 0.0000000000000000E+000
5.1641636927207517E+004, 5.1641636927207517E+004, 0.0000000000000000E+000, 3.1194324149206146E+001, 0.0000000000000000E+000
5.1999599653352023E+004, 5.1999599653352023E+004, 0.0000000000000000E+000, 3.1032108875245857E+001, 0.0000000000000000E+000
5.2360043658575451E+004, 5.2360043658575451E+004, 0.0000000000000000E+000, 3.0870571534167208E+001, 0.0000000000000000E+000
5.2722986142282702E+004, 5.2722986142282702E+004, 0.0000000000000000E+000, 3.0709699729823249E+001, 0.0000000000000000E+000
5.3088444423099267E+004, 5.3088444423099267E+004, 0.0000000000000000E+000, 3.0549481341200611E+001, 0.0000000000000000E+000
5.3456435939697600E+004, 5.3456435939697600E+004, 0.0000000000000000E+000, 3.0389904514794583E+001, 0.0000000000000000E+000
5.3826978251629269E+004, 5.3826978251629269E+004, 0.0000000000000000E+000, 3.0230957657244616E+001, 0.0000000000000000E+000
5.4200089040162828E+004, 5.4200089040162828E+004, 0.0000000000000000E+000, 3.0072629428219884E+001, 0.0000000000000000E+000
5.4575786109127541E+004, 5.4575786109127541E+004, 0.0000000000000000E+000, 2.9914908733544717E+001, 0.0000000000000000E+000
5.4954087385762905E+004, 5.4954087385762905E+004, 0.0000000000000000E+000, 2.9757784718554369E+001, 0.0000000000000000E+000
5.5335010921574125E+004, 5.5335010921574125E+004, 0.0000000000000000E+000, 2.9601246761671803E+001, 0.0000000000000000E+000
5.5718574893193443E+004, 5.5718574893193443E+004, 0.0000000000000000E+000, 2.9445284468196835E+001, 0.0000000000000000E+000
5.6104797603247513E+004, 5.6104797603247513E+004, 0.0000000000000000E+000, 2.9289887664299229E+001, 0.0000000000000000E+000
5.6493697481230723E+004, 5.6493697481230723E+004, 0.0000000000000000E+000, 2.9135046391207815E+001, 0.0000000000000000E+000
5.6885293084384619E+004, 5.6885293084384619E+004, 0.0000000000000000E+000, 2.8980750899587985E+001, 0.0000000000000000E+000
5.7279603098583400E+004, 5.7279603098583400E+004, 0.0000000000000000E+000, 2.8826991644100282E+001, 0.0000000000000000E+000
5.7676646339225561E+004, 5.7676646339225561E+004, 0.0000000000000000E+000, 2.8673759278133094E+001, 0.0000000000000000E+000
5.8076441752131694E+004, 5.8076441752131694E+004, 0.0000000000000000E+000, 2.8521044648702954E+001, 0.0000000000000000E+000
5.8479008414448566E+004, 5.8479008414448566E+004, 0.0000000000000000E+000, 2.8368838791515863E+001, 0.0000000000000000E+000
5.8884365535559395E+004, 5.8884365535559395E+004, 0.0000000000000000E+000, 2.8217132926183858E+001, 0.0000000000000000E+000
5.9292532458000482E+004, 5.9292532458000482E+004, 0.0000000000000000E+000, 2.8065918451590694E+001, 0.0000000000000000E+000
5.9703528658384195E+004, 5.9703528658384195E+004, 0.0000000000000000E+000, 2.7915186941401373E+001, 0.0000000000000000E+000
6.0117373748328318E+004, 6.0117373748328318E+004, 0.0000000000000000E+000, 2.7764930139709985E+001, 0.0000000000000000E+000
6.0534087475391876E+004, 6.0534087475391876E+004, 0.0000000000000000E+000, 2.7615139956820968E+001, 0.0000000000000000E+000
6.0953689724017437E+004, 6.0953689724017437E+004, 0.0000000000000000E+000, 2.7465808465158673E+001, 0.0000000000000000E+000
6.1376200516479948E+004, 6.1376200516479948E+004, 0.0000000000000000E+000, 2.7316927895300864E+001, 0.0000000000000000E+000
6.1801640013842123E+004, 6.1801640013842123E+004, 0.0000000000000000E+000, 2.7168490632131356E+001, 0.0000000000000000E+000
6.2230028516916485E+004, 6.2230028516916485E+004, 0.0000000000000000E+000, 2.7020489211107844E+001, 0.0000000000000000E+000
6.2661386467234079E+004, 6.2661386467234079E+004, 0.0000000000000000E+000, 2.6872916314640488E+001, 0.0000000000000000E+000
6.3095734448019866E+004, 6.3095734448019866E+004, 0.0000000000000000E+000, 2.6725764768577626E+001, 0.0000000000000000E+000
6.3533093185174912E+004, 6.3533093185174912E+004, 0.0000000000000000E+000, 2.6579027538794548E+001, 0.0000000000000000E+000
6.3973483548265358E+004, 6.3973483548265358E+004, 0.0000000000000000E+000, 2.6432697727882019E+001, 0.0000000000000000E+000
6.4416926551518278E+004, 6.4416926551518278E+004, 0.0000000000000000E+000, 2.6286768571930764E+001, 0.0000000000000000E+000
6.4863443354824398E+004, 6.4863443354824398E+004, 0.0000000000000000E+000, 2.6141233437408818E+001, 0.0000000000000000E+000
6.5313055264747796E+004, 6.5313055264747796E+004, 0.0000000000000000E+000, 2.5996085818128485E+001, 0.0000000000000000E+000
6.5765783735542616E+004, 6.5765783735542616E+004, 0.0000000000000000E+000, 2.5851319332299717E+001, 0.0000000000000000E+000
6.6221650370176765E+004, 6.6221650370176765E+004, 0.0000000000000000E+000, 2.5706927719667124E+001, 0.0000000000000000E+000
6.6680676921362785E+004, 6.6680676921362785E+004, 0.0000000000000000E+000, 2.5562904838727761E+001, 0.0000000000000000E+000
6.7142885292595820E+004, 6.7142885292595820E+004, 0.0000000000000000E+000, 2.5419244664026813E+001, 0.0000000000000000E+000
6.7608297539198771E+004, 6.7608297539198771E+004, 0.0000000000000000E+000, 2.5275941283528752E+001, 0.0000000000000000E+000
6.8076935869374749E+004, 6.8076935869374749E+004, 0.0000000000000000E+000, 2.5132988896061409E+001, 0.0000000000000000E+000
6.8548822645266759E+004, 6.8548822645266759E+004, 0.0000000000000000E+000, 2.4990381808830428E+001, 0.0000000000000000E+000
6.9023980384024806E+004, 6.9023980384024806E+004, 0.0000000000000000E+000, 2.4848114435001950E+001, 0.0000000000000000E+000
6.9502431758880295E+004, 6.9502431758880295E+004, 0.0000000000000000E+000, 2.4706181291351172E+001, 0.0000000000000000E+000
6.9984199600227977E+004, 6.9984199600227977E+004, 0.0000000000000000E+000, 2.4564576995974690E+001, 0.0000000000000000E+000
7.0469306896715323E+004, 7.0469306896715323E+004, 0.0000000000000000E+000, 2.4423296266064565E+001, 0.0000000000000000E+000
7.0957776796339516E+004, 7.0957776796339516E+004, 0.0000000000000000E+000, 2.4282333915742011E+001, 0.0000000000000000E+000
7.1449632607551976E+004, 7.1449632607551976E+004, 0.0000000000000000E+000, 2.4141684853949013E+001, 0.0000000000000000E+000
7.1944897800370600E+004, 7.1944897800370600E+004, 0.0000000000000000E+000, 2.4001344082395764E+001, 0.0000000000000000E+000
7.2443596007499669E+004, 7.2443596007499669E+004, 0.0000000000000000E+000, 2.3861306693562383E+001, 0.0000000000000000E+000
7.2945751025457546E+004, 7.2945751025457546E+004, 0.0000000000000000E+000, 2.3721567868753105E+001, 0.0000000000000000E+000
7.3451386815712176E+004, 7.3451386815712176E+004, 0.0000000000000000E+000, 2.3582122876201165E+001, 0.0000000000000000E+000
7.3960527505824473E+004, 7.3960527505824473E+004, 0.0000000000000000E+000, 2.3442967069223076E+001, 0.0000000000000000E+000
7.4473197390599598E+004, 7.4473197390599598E+004, 0.0000000000000000E+000, 2.3304095884420537E+001, 0.0000000000000000E+000
7.4989420933246278E+004, 7.4989420933246278E+004, 0.0000000000000000E+000, 2.3165504839928573E+001, 0.0000000000000000E+000
7.5509222766544088E+004, 7.5509222766544088E+004, 0.0000000000000000E+000, 2.3027189533708530E+001, 0.0000000000000000E+000
7.6032627694018884E+004, 7.6032627694018884E+004, 0.0000000000000000E+000, 2.2889145641884447E+001, 0.0000000000000000E+000
7.6559660691126337E+004, 7.6559660691126337E+004, 0.0000000000000000E+000, 2.2751368917121646E+001, 0.0000000000000000E+000
7.7090346906443709E+004, 7.7090346906443709E+004, 0.0000000000000000E+000, 2.2613855187046074E+001, 0.0000000000000000E+000
7.7624711662869886E+004, 7.7624711662869886E+004, 0.0000000000000000E+000, 2.2476600352703358E+001, 0.0000000000000000E+000
7.8162780458833688E+004, 7.8162780458833688E+004, 0.0000000000000000E+000, 2.2339600387056208E+001, 0.0000000000000000E+000
7.8704578969510592E+004, 7.8704578969510592E+004, 0.0000000000000000E+000, 2.2202851333519153E+001, 0.0000000000000000E+000
7.9250133048047908E+004, 7.9250133048047908E+004, 0.0000000000000000E+000, 2.2066349304529499E+001, 0.0000000000000000E+000
7.9799468726798397E+004, 7.9799468726798397E+004, 0.0000000000000000E+000, 2.1930090480153336E+001, 0.0000000000000000E+000
8.0352612218562470E+004, 8.0352612218562470E+004, 0.0000000000000000E+000, 2.1794071106725653E+001, 0.0000000000000000E+000
8.0909589917838981E+004, 8.0909589917838981E+004, 0.0000000000000000E+000, 2.1658287495523588E+001, 0.0000000000000000E+000
8.1470428402084712E+004, 8.1470428402084712E+004, 0.0000000000000000E+000, 2.1522736021471776E+001, 0.0000000000000000E+000
8.2035154432982585E+004, 8.2035154432982585E+004, 0.0000000000000000E+000, 2.1387413121878911E+001, 0.0000000000000000E+000
8.2603794957718637E+004, 8.2603794957718637E+004, 0.0000000000000000E+000, 2.1252315295204596E+001, 0.0000000000000000E+000
8.3176377110267873E+004, 8.3176377110267873E+004, 0.0000000000000000E+000, 2.1117439099855698E+001, 0.0000000000000000E+000
8.3752928212689032E+004, 8.3752928212689032E+004, 0.0000000000000000E+000, 2.0982781153011217E+001, 0.0000000000000000E+000
8.4333475776428328E+004, 8.4333475776428328E+004, 0.0000000000000000E+000, 2.0848338129475014E+001, 0.0000000000000000E+000
