
Label=v(Vout) vs T
LabelX=T
LabelY=v(Vout)
Data Point Count=259
T,v(Vout)
 6.3066963247960574E-007, 1.4424694475423117E-001
 6.5935327064190781E-007, 2.6089498454275456E-001
 7.1672054696651197E-007, 4.8842274268912272E-001
 8.1672054696651197E-007, 8.6485500344878485E-001
 9.1440879916115059E-007, 1.2065713933144278E+000
 1.0144087991611506E-006, 1.5301874592819389E+000
 1.1000000000000001E-006, 1.7867492936126543E+000
 1.1001000000000001E-006, 1.7870384146037963E+000
 1.1003000000000001E-006, 1.7869312653459992E+000
 1.1004328170603494E-006, 1.7846424063787238E+000
 1.1005643295026012E-006, 1.7776224427847036E+000
 1.1008273543871049E-006, 1.7442772222567002E+000
 1.1009999999999999E-006, 1.7080120703392037E+000
 1.1010262685673212E-006, 1.7016273532177517E+000
 1.1010788057019637E-006, 1.6888974931290091E+000
 1.1011838799712486E-006, 1.6636682502287701E+000
 1.1013940285098186E-006, 1.6141246786058063E+000
 1.1018143255869586E-006, 1.5186617946811751E+000
 1.1026549197412386E-006, 1.3418757158133978E+000
 1.1043361080497986E-006, 1.0410718129115544E+000
 1.1068160360550619E-006, 7.0813213225865168E-001
 1.1094349361179422E-006, 4.6898650196845293E-001
 1.1122291371323763E-006, 3.0308823735212453E-001
 1.1166426371946626E-006, 1.5417124992705822E-001
 1.1215592424869372E-006, 7.9061680907260706E-002
 1.1260592702157119E-006, 4.9474521294531344E-002
 1.1304578779887181E-006, 3.6260090276075851E-002
 1.1354544324590104E-006, 2.9560108008596184E-002
 1.1416007396210006E-006, 2.6388289979943171E-002
 1.1494077868446166E-006, 2.5202586419992255E-002
 1.1600031367590301E-006, 2.4906060316878011E-002
 1.1759173105324165E-006, 2.4884186327478030E-002
 1.2039804158099317E-006, 2.4887993473351484E-002
 1.2601066263649623E-006, 2.4886215133868770E-002
 1.3601066263649624E-006, 2.4887464586464406E-002
 1.4601066263649623E-006, 2.4886481507013235E-002
 1.5601066263649621E-006, 2.4887253903964349E-002
 1.6010000000000000E-006, 2.4886727472585926E-002
 1.6011000000000000E-006, 2.4742715873778954E-002
 1.6013000000000000E-006, 2.4558616195750484E-002
 1.6017000000000001E-006, 2.4802990931496540E-002
 1.6020000000000001E-006, 2.5958449444790230E-002
 1.6020266000000000E-006, 2.6068907531728705E-002
 1.6020798000000001E-006, 2.6289826609909108E-002
 1.6021862000000000E-006, 2.6731649889369994E-002
 1.6023990000000001E-006, 2.7615236858285815E-002
 1.6028246000000000E-006, 2.9382171982161313E-002
 1.6036757999999999E-006, 3.2915083362337977E-002
 1.6053781999999996E-006, 3.9977042071094926E-002
 1.6087829999999991E-006, 5.4085279543058924E-002
 1.6155925999999982E-006, 8.2237320463709948E-002
 1.6292117999999962E-006, 1.3827107428451160E-001
 1.6564501999999923E-006, 2.4917200429309883E-001
 1.7109269999999847E-006, 4.6581330668467091E-001
 1.8109269999999848E-006, 8.4378059836927877E-001
 1.9109269999999846E-006, 1.1948360932121447E+000
 2.0109269999999845E-006, 1.5193650241773253E+000
 2.0999999999999998E-006, 1.7867644080479876E+000
 2.1000999999999996E-006, 1.7870535277405335E+000
 2.1002999999999996E-006, 1.7869463755838759E+000
 2.1004328170603492E-006, 1.7846575137149547E+000
 2.1005897760344315E-006, 1.7754774664266328E+000
 2.1009036939825962E-006, 1.7295015271301251E+000
 2.1009999999999999E-006, 1.7078767167469877E+000
 2.1010199278366647E-006, 1.7030300553883451E+000
 2.1010597835099943E-006, 1.6933595630642482E+000
 2.1011394948566531E-006, 1.6741514074226842E+000
 2.1012989175499708E-006, 1.6362625855816895E+000
 2.1016177629366064E-006, 1.5625805480404120E+000
 2.1022554537098778E-006, 1.4234557557244876E+000
 2.1035308352564206E-006, 1.1766827212170738E+000
 2.1060815983495061E-006, 7.9388597314190879E-001
 2.1088400913715754E-006, 5.1434181254801581E-001
 2.1117274531910783E-006, 3.2695826002407297E-001
 2.1160830081659314E-006, 1.6694600365447584E-001
 2.1205358636908757E-006, 9.0106672205837735E-002
 2.1252234116856879E-006, 5.3429816143720103E-002
 2.1295212080261767E-006, 3.8349282735077976E-002
 2.1345650428261204E-006, 3.0366064082312974E-002
 2.1402826114948534E-006, 2.6822783302090963E-002
 2.1478701274784690E-006, 2.5320260010026005E-002
 2.1575795714281900E-006, 2.4931800292919439E-002
 2.1725289187778308E-006, 2.4881679666980652E-002
 2.1968309209465951E-006, 2.4888663657651432E-002
 2.2454349252841242E-006, 2.4885854899734855E-002
 2.3426429339591822E-006, 2.4887740807620767E-002
 2.4426429339591821E-006, 2.4886263191031210E-002
 2.5426429339591820E-006, 2.4887424531558816E-002
 2.6010000000000002E-006, 2.4886575712326695E-002
 2.6011000000000000E-006, 2.4742566290348024E-002
 2.6013000000000000E-006, 2.4558470311831837E-002
 2.6017000000000000E-006, 2.4802848704727924E-002
 2.6019999999999998E-006, 2.5958307714925185E-002
 2.6020398999999997E-006, 2.6123994498480848E-002
 2.6021196999999995E-006, 2.6455369390372772E-002
 2.6022792999999995E-006, 2.7118085688587715E-002
 2.6025984999999995E-006, 2.8443384093554347E-002
 2.6032368999999995E-006, 3.1093442609498961E-002
 2.6045136999999991E-006, 3.6391394339747807E-002
 2.6070672999999983E-006, 4.6978541156945441E-002
 2.6121744999999966E-006, 6.8117069129748409E-002
 2.6223888999999937E-006, 1.1024551857078754E-001
 2.6428176999999879E-006, 1.9386890998740317E-001
 2.6836752999999763E-006, 3.5833700923436751E-001
 2.7653904999999531E-006, 6.7494108618068094E-001
 2.8653904999999530E-006, 1.0384135529637148E+000
 2.9653904999999529E-006, 1.3749895738579121E+000
 3.0653904999999527E-006, 1.6853799331301074E+000
 3.1000000000000000E-006, 1.7868750236207622E+000
 3.1001000000000002E-006, 1.7871641339750985E+000
 3.1003000000000002E-006, 1.7870569609325204E+000
 3.1004484924240524E-006, 1.7841675135966097E+000
 3.1006435714955174E-006, 1.7702271768717217E+000
 3.1009201155695099E-006, 1.7258117435285019E+000
 3.1010000000000000E-006, 1.7076346277276475E+000
 3.1010231409826384E-006, 1.7020090991793360E+000
 3.1010694229479147E-006, 1.6907888216954794E+000
 3.1011619868784676E-006, 1.6685273130943492E+000
 3.1013471147395736E-006, 1.6247149314001499E+000
 3.1017173704617854E-006, 1.5399093310943259E+000
 3.1024578819062091E-006, 1.3813378682742430E+000
 3.1039389047950562E-006, 1.1058973025087182E+000
 3.1069009505727507E-006, 6.9743930478172644E-001
 3.1098027297313874E-006, 4.4127595778586365E-001
 3.1127167027908629E-006, 2.8015966206452053E-001
 3.1169621612446700E-006, 1.4725570041863215E-001
 3.1218632906340153E-006, 7.6310308639254379E-002
 3.1263526502918471E-006, 4.8272676447961176E-002
 3.1308477383195393E-006, 3.5503560125494639E-002
 3.1358656465784384E-006, 2.9230340594287890E-002
 3.1421346048593146E-006, 2.6243727013992604E-002
 3.1500507081833170E-006, 2.5163179424072021E-002
 3.1610018381900052E-006, 2.4898997767564567E-002
 3.1774163092678136E-006, 2.4884858688594889E-002
 3.2070883310542977E-006, 2.4887772419087448E-002
 3.2664323746272653E-006, 2.4886343169970522E-002
 3.3664323746272652E-006, 2.4887362030544615E-002
 3.4664323746272650E-006, 2.4886560404204255E-002
 3.5664323746272649E-006, 2.4887190260407147E-002
 3.6009999999999999E-006, 2.4886778077960369E-002
 3.6011000000000001E-006, 2.4742765736712878E-002
 3.6013000000000001E-006, 2.4558664792098922E-002
 3.6017000000000002E-006, 2.4803038242243600E-002
 3.6020000000000000E-006, 2.5958496539521387E-002
 3.6020531999999998E-006, 2.6179411089564231E-002
 3.6021595999999996E-006, 2.6621239301750119E-002
 3.6023723999999994E-006, 2.7504836173897637E-002
 3.6027979999999991E-006, 2.9271791153195732E-002
 3.6036491999999982E-006, 3.2804742438749923E-002
 3.6053515999999962E-006, 3.9866781726076592E-002
 3.6087563999999923E-006, 5.3975183345774926E-002
 3.6155659999999848E-006, 8.2127563908043238E-002
 3.6291851999999695E-006, 1.3816203790173506E-001
 3.6564235999999393E-006, 2.4906454172932321E-001
 3.7109003999998790E-006, 4.6570935193888874E-001
 3.8109003999998789E-006, 8.4368366164540320E-001
 3.9109003999998787E-006, 1.1947462821643715E+000
 4.0109003999998786E-006, 1.5192821837207273E+000
 4.0999999999999997E-006, 1.7867644800031151E+000
 4.1000999999999999E-006, 1.7870535996767050E+000
 4.1003000000000004E-006, 1.7869464474806935E+000
 4.1004756986055757E-006, 1.7827910654603969E+000
 4.1006942386727407E-006, 1.7643207797453215E+000
 4.1009559360235107E-006, 1.7181933808922556E+000
 4.1010000000000002E-006, 1.7078775739223528E+000
 4.1010176512693988E-006, 1.7035835175911316E+000
 4.1010529538081951E-006, 1.6950133357145523E+000
 4.1011235588857886E-006, 1.6779772449307513E+000
 4.1012647690409757E-006, 1.6443191764769434E+000
 4.1015471893513497E-006, 1.5786498025729541E+000
 4.1021120299720978E-006, 1.4538027641600675E+000
 4.1032417112135931E-006, 1.2290946008567645E+000
 4.1055010736965845E-006, 8.6942726508122870E-001
 4.1086181073141532E-006, 5.3194801387002755E-001
 4.1120695494029102E-006, 3.0846554810566240E-001
 4.1170455871347519E-006, 1.4305001271012707E-001
 4.1216089886309028E-006, 7.7949858752904638E-002
 4.1260308945053572E-006, 4.9336441324676433E-002
 4.1303238164449270E-006, 3.6428480020094411E-002
 4.1355460480219659E-006, 2.9415576365065085E-002
 4.1416027674625493E-006, 2.6371587389573650E-002
 4.1495586063816121E-006, 2.5185652500430519E-002
 4.1599841380351432E-006, 2.4907305672576610E-002
 4.1763251218376030E-006, 2.4883584707601020E-002
 4.2042187024873851E-006, 2.4888226330956678E-002
 4.2600058637869492E-006, 2.4886064371088003E-002
 4.3600058637869490E-006, 2.4887581073968199E-002
 4.4600058637869489E-006, 2.4886388016367965E-002
 4.5600058637869488E-006, 2.4887325668399050E-002
 4.6009999999999997E-006, 2.4886686412135806E-002
 4.6010999999999999E-006, 2.4742675389520932E-002
 4.6013000000000003E-006, 2.4558576687545543E-002
 4.6017000000000003E-006, 2.4802952363904843E-002
 4.6020000000000002E-006, 2.5958410974422759E-002
 4.6020665000000004E-006, 2.6234552372377720E-002
 4.6021995000000000E-006, 2.6786831433802949E-002
 4.6024655000000002E-006, 2.7891296471492182E-002
 4.6029974999999996E-006, 3.0099853161025775E-002
 4.6040614999999985E-006, 3.4515465957877467E-002
 4.6061894999999971E-006, 4.3340633672348333E-002
 4.6104454999999943E-006, 6.0966305066817661E-002
 4.6189574999999879E-006, 9.6115712948032367E-002
 4.6359814999999750E-006, 1.6598319808421119E-001
 4.6700294999999492E-006, 3.0383929358553058E-001
 4.7381254999998977E-006, 5.7121145677328244E-001
 4.8381254999998976E-006, 9.4204873884419860E-001
 4.9381254999998975E-006, 1.2859232523631414E+000
 5.0000000000000004E-006, 1.4853035546284605E+000
