
Label=v(Vout) vs T
LabelX=T
LabelY=v(Vout)
Data Point Count=278
T,v(Vout)
 6.6018382788182211E-007, 7.4165677436014468E+000
 6.6494505838275942E-007, 7.6646824562288831E+000
 6.7177089200254940E-007, 7.9799443512678687E+000
 6.8499993800296927E-007, 8.4775617476810776E+000
 7.1145803000380899E-007, 9.1462879997641888E+000
 7.6097302019137477E-007, 9.7359872278501030E+000
 8.0835903011873051E-007, 9.9132572769788325E+000
 8.7818712818192533E-007, 9.9873228354305592E+000
 9.6025890403891539E-007, 9.9991597543247934E+000
 1.0602589040389155E-006, 1.0000027006123583E+001
 1.1000000000000001E-006, 1.0000010794183822E+001
 1.1001000000000001E-006, 1.0000010926892660E+001
 1.1003000000000001E-006, 9.9992325217835294E+000
 1.1004328170603494E-006, 9.9961959910908007E+000
 1.1005643295026012E-006, 9.9877771198192242E+000
 1.1008273543871049E-006, 9.9416608079371613E+000
 1.1009999999999999E-006, 9.8829124642641517E+000
 1.1010526049769006E-006, 9.8608452827437443E+000
 1.1011578149307020E-006, 9.8167728662792388E+000
 1.1013682348383050E-006, 9.7289916119950952E+000
 1.1017890746535109E-006, 9.5548735282805382E+000
 1.1026307542839225E-006, 9.2123369945190667E+000
 1.1043141135447460E-006, 8.5494539770190041E+000
 1.1076808320663929E-006, 7.3078317498162191E+000
 1.1144142691096866E-006, 5.1277621527815986E+000
 1.1215228544421168E-006, 3.2596544171522566E+000
 1.1290337622954294E-006, 1.9741864782578880E+000
 1.1358298199259780E-006, 1.4455279941950856E+000
 1.1435647010002892E-006, 1.2290525276744677E+000
 1.1541330574643272E-006, 1.1554103451328579E+000
 1.1645055796014985E-006, 1.1467234845689414E+000
 1.1822143198874125E-006, 1.1453207070734062E+000
 1.2103400499063348E-006, 1.1455580655054636E+000
 1.2665915099441790E-006, 1.1454567346846813E+000
 1.3406189633226164E-006, 1.1455222900553876E+000
 1.4406189633226163E-006, 1.1454748048829140E+000
 1.5406189633226162E-006, 1.1455111448212720E+000
 1.6010000000000000E-006, 1.1454853203320583E+000
 1.6011000000000000E-006, 1.1478044175417339E+000
 1.6013000000000000E-006, 1.1574629954930593E+000
 1.6015441908810774E-006, 1.1832394946259956E+000
 1.6017993437595284E-006, 1.2231386427558137E+000
 1.6020000000000001E-006, 1.2582924135761935E+000
 1.6020216883607784E-006, 1.2620855390820429E+000
 1.6020650650823351E-006, 1.2696696548613469E+000
 1.6021518185254484E-006, 1.2848227341586400E+000
 1.6023253254116753E-006, 1.3150680987572916E+000
 1.6026723391841291E-006, 1.3753142632871447E+000
 1.6033663667290367E-006, 1.4948185695965841E+000
 1.6047544218188518E-006, 1.7298155272259190E+000
 1.6075305319984820E-006, 2.1835114355914107E+000
 1.6130827523577422E-006, 3.0259257318013151E+000
 1.6241871930762629E-006, 4.4676129278022811E+000
 1.6346138019339982E-006, 5.5568365931560315E+000
 1.6449797345143583E-006, 6.4302588909440415E+000
 1.6527115502800471E-006, 6.9689904634355013E+000
 1.6600062140477478E-006, 7.4033264530415819E+000
 1.6667489984945926E-006, 7.7496191345983130E+000
 1.6739291530211749E-006, 8.0681518448338494E+000
 1.6882894620743397E-006, 8.5794792820646428E+000
 1.7170100801806693E-006, 9.2444536096903427E+000
 1.7663344176232752E-006, 9.7650843974830277E+000
 1.8161179630495492E-006, 9.9280358247740388E+000
 1.8869826246811284E-006, 9.9900028304352446E+000
 1.9750586553194221E-006, 9.9996894371609315E+000
 2.0750586553194219E-006, 1.0000009875708194E+001
 2.0999999999999998E-006, 1.0000005652113749E+001
 2.1000999999999996E-006, 1.0000005795756550E+001
 2.1002999999999996E-006, 9.9992274125156246E+000
 2.1004328170603492E-006, 9.9961908964423927E+000
 2.1005643295026013E-006, 9.9877720399225218E+000
 2.1008273543871053E-006, 9.9416557591205574E+000
 2.1009999999999999E-006, 9.8829074374053132E+000
 2.1010526049769006E-006, 9.8608402627976748E+000
 2.1011578149307020E-006, 9.8167678601402137E+000
 2.1013682348383052E-006, 9.7289866333589341E+000
 2.1017890746535117E-006, 9.5548686042077406E+000
 2.1026307542839246E-006, 9.2123321778243348E+000
 2.1043141135447499E-006, 8.5494493682589265E+000
 2.1076808320664011E-006, 7.3078275310542047E+000
 2.1144142691097035E-006, 5.1277586214027782E+000
 2.1215228538745642E-006, 3.2596519315508989E+000
 2.1297709903372135E-006, 1.8905114287709652E+000
 2.1356665580056012E-006, 1.4568687337403832E+000
 2.1422429563747519E-006, 1.2549918363404884E+000
 2.1533963042135126E-006, 1.1557505249947166E+000
 2.1634557136736710E-006, 1.1469198438805552E+000
 2.1812034164093999E-006, 1.1452912348845379E+000
 2.2057919646310114E-006, 1.1455563857017168E+000
 2.2549690610742339E-006, 1.1454604206668959E+000
 2.3295068819183181E-006, 1.1455197930327603E+000
 2.4245400908489051E-006, 1.1454769790129753E+000
 2.5245400908489050E-006, 1.1455094810296453E+000
 2.6010000000000002E-006, 1.1454854729242818E+000
 2.6011000000000000E-006, 1.1478045682511535E+000
 2.6013000000000000E-006, 1.1574631431349354E+000
 2.6015918890920135E-006, 1.1902154384418100E+000
 2.6018700183162629E-006, 1.2353923318013624E+000
 2.6019999999999998E-006, 1.2581564650253594E+000
 2.6020271551284167E-006, 1.2629052837040591E+000
 2.6020814653852510E-006, 1.2723995725098496E+000
 2.6021900858989194E-006, 1.2913643828099928E+000
 2.6024073269262559E-006, 1.3291985760079936E+000
 2.6028418089809293E-006, 1.4044826069594676E+000
 2.6037107730902761E-006, 1.5534952681860925E+000
 2.6054487013089697E-006, 1.8451976414589715E+000
 2.6089245577463569E-006, 2.4029906441955160E+000
 2.6158762706211309E-006, 3.4178874394227647E+000
 2.6297796963706792E-006, 5.0840155123208275E+000
 2.6427585214131248E-006, 6.2631487302417437E+000
 2.6523165057659368E-006, 6.9476684766268155E+000
 2.6614867262730383E-006, 7.4876369392628606E+000
 2.6659160838483977E-006, 7.7129046944211872E+000
 2.6731887936429344E-006, 8.0404773560592560E+000
 2.6877342132320074E-006, 8.5648931572854092E+000
 2.7168250524101535E-006, 9.2432968657446288E+000
 2.7655867367236033E-006, 9.7608083063254547E+000
 2.8154620428724792E-006, 9.9269247842437291E+000
 2.8856619722898973E-006, 9.9895109432860192E+000
 2.9739183428558326E-006, 9.9996848708725654E+000
 3.0739183428558325E-006, 1.0000010021631356E+001
 3.1000000000000000E-006, 1.0000005574675114E+001
 3.1001000000000002E-006, 1.0000005718593595E+001
 3.1003000000000002E-006, 9.9992273358952346E+000
 3.1004415533338312E-006, 9.9957945686712986E+000
 3.1006305406296519E-006, 9.9801627934528998E+000
 3.1010000000000000E-006, 9.8795495692856008E+000
 3.1010377974591641E-006, 9.8636912711024074E+000
 3.1011133923774922E-006, 9.8320066731747460E+000
 3.1012645822141489E-006, 9.7688254292669594E+000
 3.1015669618874622E-006, 9.6432110691572017E+000
 3.1021717212340885E-006, 9.3949457040117945E+000
 3.1033812399273414E-006, 8.9100395190233357E+000
 3.1058002773138473E-006, 7.9849634332383577E+000
 3.1106383520868587E-006, 6.3006527659049709E+000
 3.1203145016328814E-006, 3.5321859530880966E+000
 3.1284609707047152E-006, 2.0419620088595432E+000
 3.1347429395550444E-006, 1.5030622290564963E+000
 3.1415600704183829E-006, 1.2663666294371443E+000
 3.1509532017171472E-006, 1.1670190307505817E+000
 3.1612362591333614E-006, 1.1482671929418122E+000
 3.1767857249321603E-006, 1.1452791599911756E+000
 3.2007117532353814E-006, 1.1455572955832967E+000
 3.2485638098418237E-006, 1.1454604767640424E+000
 3.3214018236687474E-006, 1.1455195483198559E+000
 3.4120622688480069E-006, 1.1454774136460497E+000
 3.5120622688480068E-006, 1.1455091484282118E+000
 3.6009999999999999E-006, 1.1454852095350114E+000
 3.6011000000000001E-006, 1.1478043081675242E+000
 3.6013000000000001E-006, 1.1574628884010498E+000
 3.6016546226417220E-006, 1.1995328259525007E+000
 3.6020000000000000E-006, 1.2577970365278826E+000
 3.6020346821780986E-006, 1.2638615503273360E+000
 3.6021040465342959E-006, 1.2759851139274476E+000
 3.6022427752466910E-006, 1.3001934434725910E+000
 3.6025202326714811E-006, 1.3484541743488132E+000
 3.6030751475210608E-006, 1.4443466314613964E+000
 3.6041849772202207E-006, 1.6335812680430031E+000
 3.6064046366185401E-006, 2.0016782696356428E+000
 3.6108439554151788E-006, 2.6961166615960876E+000
 3.6197225930084563E-006, 3.9243979696265452E+000
 3.6315224043914930E-006, 5.2580498816211803E+000
 3.6434738384188007E-006, 6.3159491913356200E+000
 3.6522959574388209E-006, 6.9433692393456079E+000
 3.6606756698082063E-006, 7.4412327603303696E+000
 3.6658933546854383E-006, 7.7093322023492714E+000
 3.6728341450860788E-006, 8.0234621372000205E+000
 3.6867157258873597E-006, 8.5313620781874260E+000
 3.7144788874899217E-006, 9.2011016964959076E+000
 3.7638124933180433E-006, 9.7516466305445455E+000
 3.8125021730997827E-006, 9.9214251441022316E+000
 3.8827836702185283E-006, 9.9887659408076637E+000
 3.9681013379861626E-006, 9.9994725619311513E+000
 4.0681013379861625E-006, 1.0000016892558268E+001
 4.0999999999999997E-006, 1.0000008211580717E+001
 4.1000999999999999E-006, 1.0000008349877007E+001
 4.1003000000000004E-006, 9.9992299559353146E+000
 4.1004756658413554E-006, 9.9939354858676044E+000
 4.1006941780054179E-006, 9.9703643361001415E+000
 4.1010000000000002E-006, 9.8811837799877846E+000
 4.1010437024328124E-006, 9.8628489013731233E+000
 4.1011311072984375E-006, 9.8262219129182995E+000
 4.1013059170296879E-006, 9.7532190729552379E+000
 4.1016555364921877E-006, 9.6082122595017498E+000
 4.1023547754171881E-006, 9.3221491536929033E+000
 4.1037532532671882E-006, 8.7654732095037673E+000
 4.1065502089671884E-006, 7.7112298127482291E+000
 4.1121441203671896E-006, 5.8193706346603546E+000
 4.1233319431671919E-006, 2.9154813897002247E+000
 4.1337640609092312E-006, 1.5464722430933222E+000
 4.1448009276642519E-006, 1.1918315276521436E+000
 4.1540119092955174E-006, 1.1540072495323102E+000
 4.1641698317532302E-006, 1.1466359405404680E+000
 4.1796579587788122E-006, 1.1454086216005495E+000
 4.2106342128299762E-006, 1.1455301731850991E+000
 4.2725867209323043E-006, 1.1454729552663396E+000
 4.3447585706665113E-006, 1.1455108581336231E+000
 4.4447585706665112E-006, 1.1454835540587194E+000
 4.5447585706665111E-006, 1.1455044493036948E+000
 4.6009999999999997E-006, 1.1454897950705871E+000
 4.6010999999999999E-006, 1.1478088363352577E+000
 4.6013000000000003E-006, 1.1574673236109121E+000
 4.6017000000000003E-006, 1.2062353866966633E+000
 4.6020000000000002E-006, 1.2578333684942535E+000
 4.6020419502324454E-006, 1.2651678076784463E+000
 4.6021258506973350E-006, 1.2798286867209372E+000
 4.6022936516271143E-006, 1.3090936358098901E+000
 4.6026292534866737E-006, 1.3673950236321206E+000
 4.6033004572057916E-006, 1.4830747659314745E+000
 4.6046428646440275E-006, 1.7106866691624742E+000
 4.6073276795204993E-006, 2.1506781900552956E+000
 4.6126973092734428E-006, 2.9698145890687173E+000
 4.6234365687793298E-006, 4.3793155862781008E+000
 4.6352864357059041E-006, 5.6200010514390870E+000
 4.6459472117276810E-006, 6.5033005396691479E+000
 4.6536413986159999E-006, 7.0288045924394282E+000
 4.6595802219494904E-006, 7.3801391553061366E+000
 4.6664607645913972E-006, 7.7361547916262845E+000
 4.6738016323872237E-006, 8.0632379868339008E+000
 4.6884833679788757E-006, 8.5857925943184430E+000
 4.7178468391621807E-006, 9.2591170342571942E+000
 4.7662546696436580E-006, 9.7633912893924197E+000
 4.8167410630496280E-006, 9.9290231765686112E+000
 4.8869267774763211E-006, 9.9898051936662764E+000
 4.9764047429013531E-006, 9.9997637365262584E+000
 5.0000000000000004E-006, 9.9998587155937830E+000
