
Label=db(v(Vout)) vs F
LabelX=F
LabelY=db(v(Vout))
Data Point Count=1001
F,F,F,db(v(Vout)),db(v(Vout))
 2.6061535499989202E+002, 2.6061535499989202E+002, 0.0000000000000000E+000, 3.8187271019858635E+001, 0.0000000000000000E+000
 2.6302679918954072E+002, 2.6302679918954072E+002, 0.0000000000000000E+000, 3.8187271019847771E+001, 0.0000000000000000E+000
 2.6546055619755651E+002, 2.6546055619755651E+002, 0.0000000000000000E+000, 3.8187271019836707E+001, 0.0000000000000000E+000
 2.6791683248190583E+002, 2.6791683248190583E+002, 0.0000000000000000E+000, 3.8187271019825438E+001, 0.0000000000000000E+000
 2.7039583641088706E+002, 2.7039583641088706E+002, 0.0000000000000000E+000, 3.8187271019813956E+001, 0.0000000000000000E+000
 2.7289777828080679E+002, 2.7289777828080679E+002, 0.0000000000000000E+000, 3.8187271019802267E+001, 0.0000000000000000E+000
 2.7542287033381939E+002, 2.7542287033381939E+002, 0.0000000000000000E+000, 3.8187271019790352E+001, 0.0000000000000000E+000
 2.7797132677593169E+002, 2.7797132677593169E+002, 0.0000000000000000E+000, 3.8187271019778223E+001, 0.0000000000000000E+000
 2.8054336379517423E+002, 2.8054336379517423E+002, 0.0000000000000000E+000, 3.8187271019761738E+001, 0.0000000000000000E+000
 2.8313919957994085E+002, 2.8313919957994085E+002, 0.0000000000000000E+000, 3.8187271019749154E+001, 0.0000000000000000E+000
 2.8575905433749767E+002, 2.8575905433749767E+002, 0.0000000000000000E+000, 3.8187271019736329E+001, 0.0000000000000000E+000
 2.8840315031266363E+002, 2.8840315031266363E+002, 0.0000000000000000E+000, 3.8187271019723269E+001, 0.0000000000000000E+000
 2.9107171180666364E+002, 2.9107171180666364E+002, 0.0000000000000000E+000, 3.8187271019709968E+001, 0.0000000000000000E+000
 2.9376496519615625E+002, 2.9376496519615625E+002, 0.0000000000000000E+000, 3.8187271019696418E+001, 0.0000000000000000E+000
 2.9648313895243746E+002, 2.9648313895243746E+002, 0.0000000000000000E+000, 3.8187271019682619E+001, 0.0000000000000000E+000
 2.9922646366082216E+002, 2.9922646366082216E+002, 0.0000000000000000E+000, 3.8187271019668557E+001, 0.0000000000000000E+000
 3.0199517204020492E+002, 3.0199517204020492E+002, 0.0000000000000000E+000, 3.8187271019654240E+001, 0.0000000000000000E+000
 3.0478949896280170E+002, 3.0478949896280170E+002, 0.0000000000000000E+000, 3.8187271019639653E+001, 0.0000000000000000E+000
 3.0760968147407425E+002, 3.0760968147407425E+002, 0.0000000000000000E+000, 3.8187271019624795E+001, 0.0000000000000000E+000
 3.1045595881283907E+002, 3.1045595881283907E+002, 0.0000000000000000E+000, 3.8187271019609661E+001, 0.0000000000000000E+000
 3.1332857243156212E+002, 3.1332857243156212E+002, 0.0000000000000000E+000, 3.8187271019594249E+001, 0.0000000000000000E+000
 3.1622776601684154E+002, 3.1622776601684154E+002, 0.0000000000000000E+000, 3.8187271019578553E+001, 0.0000000000000000E+000
 3.1915378551007984E+002, 3.1915378551007984E+002, 0.0000000000000000E+000, 3.8187271019558430E+001, 0.0000000000000000E+000
 3.2210687912834720E+002, 3.2210687912834720E+002, 0.0000000000000000E+000, 3.8187271019542145E+001, 0.0000000000000000E+000
 3.2508729738543821E+002, 3.2508729738543821E+002, 0.0000000000000000E+000, 3.8187271019525546E+001, 0.0000000000000000E+000
 3.2809529311312292E+002, 3.2809529311312292E+002, 0.0000000000000000E+000, 3.8187271019508643E+001, 0.0000000000000000E+000
 3.3113112148259506E+002, 3.3113112148259506E+002, 0.0000000000000000E+000, 3.8187271019491426E+001, 0.0000000000000000E+000
 3.3419504002611831E+002, 3.3419504002611831E+002, 0.0000000000000000E+000, 3.8187271019473897E+001, 0.0000000000000000E+000
 3.3728730865887297E+002, 3.3728730865887297E+002, 0.0000000000000000E+000, 3.8187271019456034E+001, 0.0000000000000000E+000
 3.4040818970100503E+002, 3.4040818970100503E+002, 0.0000000000000000E+000, 3.8187271019437837E+001, 0.0000000000000000E+000
 3.4355794789987885E+002, 3.4355794789987885E+002, 0.0000000000000000E+000, 3.8187271019419306E+001, 0.0000000000000000E+000
 3.4673685045253592E+002, 3.4673685045253592E+002, 0.0000000000000000E+000, 3.8187271019400427E+001, 0.0000000000000000E+000
 3.4994516702836165E+002, 3.4994516702836165E+002, 0.0000000000000000E+000, 3.8187271019381200E+001, 0.0000000000000000E+000
 3.5318316979196140E+002, 3.5318316979196140E+002, 0.0000000000000000E+000, 3.8187271019357489E+001, 0.0000000000000000E+000
 3.5645113342624876E+002, 3.5645113342624876E+002, 0.0000000000000000E+000, 3.8187271019337537E+001, 0.0000000000000000E+000
 3.5974933515574691E+002, 3.5974933515574691E+002, 0.0000000000000000E+000, 3.8187271019317222E+001, 0.0000000000000000E+000
 3.6307805477010601E+002, 3.6307805477010601E+002, 0.0000000000000000E+000, 3.8187271019296517E+001, 0.0000000000000000E+000
 3.6643757464783801E+002, 3.6643757464783801E+002, 0.0000000000000000E+000, 3.8187271019275443E+001, 0.0000000000000000E+000
 3.6982817978027100E+002, 3.6982817978027100E+002, 0.0000000000000000E+000, 3.8187271019253963E+001, 0.0000000000000000E+000
 3.7325015779572544E+002, 3.7325015779572544E+002, 0.0000000000000000E+000, 3.8187271019232092E+001, 0.0000000000000000E+000
 3.7670379898391383E+002, 3.7670379898391383E+002, 0.0000000000000000E+000, 3.8187271019209810E+001, 0.0000000000000000E+000
 3.8018939632056623E+002, 3.8018939632056623E+002, 0.0000000000000000E+000, 3.8187271019187115E+001, 0.0000000000000000E+000
 3.8370724549228390E+002, 3.8370724549228390E+002, 0.0000000000000000E+000, 3.8187271019164001E+001, 0.0000000000000000E+000
 3.8725764492162244E+002, 3.8725764492162244E+002, 0.0000000000000000E+000, 3.8187271019136325E+001, 0.0000000000000000E+000
 3.9084089579240737E+002, 3.9084089579240737E+002, 0.0000000000000000E+000, 3.8187271019112345E+001, 0.0000000000000000E+000
 3.9445730207528385E+002, 3.9445730207528385E+002, 0.0000000000000000E+000, 3.8187271019087909E+001, 0.0000000000000000E+000
 3.9810717055350278E+002, 3.9810717055350278E+002, 0.0000000000000000E+000, 3.8187271019063033E+001, 0.0000000000000000E+000
 4.0179081084894557E+002, 4.0179081084894557E+002, 0.0000000000000000E+000, 3.8187271019037681E+001, 0.0000000000000000E+000
 4.0550853544838958E+002, 4.0550853544838958E+002, 0.0000000000000000E+000, 3.8187271019011860E+001, 0.0000000000000000E+000
 4.0926065973001670E+002, 4.0926065973001670E+002, 0.0000000000000000E+000, 3.8187271018985570E+001, 0.0000000000000000E+000
 4.1304750199016729E+002, 4.1304750199016729E+002, 0.0000000000000000E+000, 3.8187271018958782E+001, 0.0000000000000000E+000
 4.1686938347034140E+002, 4.1686938347034140E+002, 0.0000000000000000E+000, 3.8187271018927362E+001, 0.0000000000000000E+000
 4.2072662838445018E+002, 4.2072662838445018E+002, 0.0000000000000000E+000, 3.8187271018899573E+001, 0.0000000000000000E+000
 4.2461956394631909E+002, 4.2461956394631909E+002, 0.0000000000000000E+000, 3.8187271018871265E+001, 0.0000000000000000E+000
 4.2854852039744583E+002, 4.2854852039744583E+002, 0.0000000000000000E+000, 3.8187271018842431E+001, 0.0000000000000000E+000
 4.3251383103501507E+002, 4.3251383103501507E+002, 0.0000000000000000E+000, 3.8187271018813057E+001, 0.0000000000000000E+000
 4.3651583224017241E+002, 4.3651583224017241E+002, 0.0000000000000000E+000, 3.8187271018783143E+001, 0.0000000000000000E+000
 4.4055486350655985E+002, 4.4055486350655985E+002, 0.0000000000000000E+000, 3.8187271018752668E+001, 0.0000000000000000E+000
 4.4463126746911536E+002, 4.4463126746911536E+002, 0.0000000000000000E+000, 3.8187271018717496E+001, 0.0000000000000000E+000
 4.4874538993313894E+002, 4.4874538993313894E+002, 0.0000000000000000E+000, 3.8187271018685884E+001, 0.0000000000000000E+000
 4.5289757990362762E+002, 4.5289757990362762E+002, 0.0000000000000000E+000, 3.8187271018653675E+001, 0.0000000000000000E+000
 4.5708818961488203E+002, 4.5708818961488203E+002, 0.0000000000000000E+000, 3.8187271018620869E+001, 0.0000000000000000E+000
 4.6131757456038650E+002, 4.6131757456038650E+002, 0.0000000000000000E+000, 3.8187271018587460E+001, 0.0000000000000000E+000
 4.6558609352296617E+002, 4.6558609352296617E+002, 0.0000000000000000E+000, 3.8187271018553425E+001, 0.0000000000000000E+000
 4.6989410860522275E+002, 4.6989410860522275E+002, 0.0000000000000000E+000, 3.8187271018514629E+001, 0.0000000000000000E+000
 4.7424198526025208E+002, 4.7424198526025208E+002, 0.0000000000000000E+000, 3.8187271018479322E+001, 0.0000000000000000E+000
 4.7863009232264591E+002, 4.7863009232264591E+002, 0.0000000000000000E+000, 3.8187271018443347E+001, 0.0000000000000000E+000
 4.8305880203978035E+002, 4.8305880203978035E+002, 0.0000000000000000E+000, 3.8187271018406712E+001, 0.0000000000000000E+000
 4.8752849010339412E+002, 4.8752849010339412E+002, 0.0000000000000000E+000, 3.8187271018369394E+001, 0.0000000000000000E+000
 4.9203953568145886E+002, 4.9203953568145886E+002, 0.0000000000000000E+000, 3.8187271018327252E+001, 0.0000000000000000E+000
 4.9659232145034412E+002, 4.9659232145034412E+002, 0.0000000000000000E+000, 3.8187271018288534E+001, 0.0000000000000000E+000
 5.0118723362728042E+002, 5.0118723362728042E+002, 0.0000000000000000E+000, 3.8187271018249092E+001, 0.0000000000000000E+000
 5.0582466200312228E+002, 5.0582466200312228E+002, 0.0000000000000000E+000, 3.8187271018208925E+001, 0.0000000000000000E+000
 5.1050499997541465E+002, 5.1050499997541465E+002, 0.0000000000000000E+000, 3.8187271018167998E+001, 0.0000000000000000E+000
 5.1522864458176502E+002, 5.1522864458176502E+002, 0.0000000000000000E+000, 3.8187271018122196E+001, 0.0000000000000000E+000
 5.1999599653352470E+002, 5.1999599653352470E+002, 0.0000000000000000E+000, 3.8187271018079741E+001, 0.0000000000000000E+000
 5.2480746024978146E+002, 5.2480746024978146E+002, 0.0000000000000000E+000, 3.8187271018036505E+001, 0.0000000000000000E+000
 5.2966344389166682E+002, 5.2966344389166682E+002, 0.0000000000000000E+000, 3.8187271017992451E+001, 0.0000000000000000E+000
 5.3456435939698076E+002, 5.3456435939698076E+002, 0.0000000000000000E+000, 3.8187271017947580E+001, 0.0000000000000000E+000
 5.3951062251513690E+002, 5.3951062251513690E+002, 0.0000000000000000E+000, 3.8187271017897757E+001, 0.0000000000000000E+000
 5.4450265284243062E+002, 5.4450265284243062E+002, 0.0000000000000000E+000, 3.8187271017851209E+001, 0.0000000000000000E+000
 5.4954087385763410E+002, 5.4954087385763410E+002, 0.0000000000000000E+000, 3.8187271017803788E+001, 0.0000000000000000E+000
 5.5462571295792043E+002, 5.5462571295792043E+002, 0.0000000000000000E+000, 3.8187271017755492E+001, 0.0000000000000000E+000
 5.5975760149511996E+002, 5.5975760149511996E+002, 0.0000000000000000E+000, 3.8187271017702173E+001, 0.0000000000000000E+000
 5.6493697481231243E+002, 5.6493697481231243E+002, 0.0000000000000000E+000, 3.8187271017652058E+001, 0.0000000000000000E+000
 5.7016427228075759E+002, 5.7016427228075759E+002, 0.0000000000000000E+000, 3.8187271017601020E+001, 0.0000000000000000E+000
 5.7543993733716718E+002, 5.7543993733716718E+002, 0.0000000000000000E+000, 3.8187271017549030E+001, 0.0000000000000000E+000
 5.8076441752132246E+002, 5.8076441752132246E+002, 0.0000000000000000E+000, 3.8187271017491952E+001, 0.0000000000000000E+000
 5.8613816451403932E+002, 5.8613816451403932E+002, 0.0000000000000000E+000, 3.8187271017438000E+001, 0.0000000000000000E+000
 5.9156163417548464E+002, 5.9156163417548464E+002, 0.0000000000000000E+000, 3.8187271017383061E+001, 0.0000000000000000E+000
 5.9703528658384766E+002, 5.9703528658384766E+002, 0.0000000000000000E+000, 3.8187271017327092E+001, 0.0000000000000000E+000
 6.0255958607436867E+002, 6.0255958607436867E+002, 0.0000000000000000E+000, 3.8187271017265957E+001, 0.0000000000000000E+000
 6.0813500127872896E+002, 6.0813500127872896E+002, 0.0000000000000000E+000, 3.8187271017207891E+001, 0.0000000000000000E+000
 6.1376200516480549E+002, 6.1376200516480549E+002, 0.0000000000000000E+000, 3.8187271017148745E+001, 0.0000000000000000E+000
 6.1944107507679291E+002, 6.1944107507679291E+002, 0.0000000000000000E+000, 3.8187271017084377E+001, 0.0000000000000000E+000
 6.2517269277569744E+002, 6.2517269277569744E+002, 0.0000000000000000E+000, 3.8187271017023008E+001, 0.0000000000000000E+000
 6.3095734448020505E+002, 6.3095734448020505E+002, 0.0000000000000000E+000, 3.8187271016960494E+001, 0.0000000000000000E+000
 6.3679552090792777E+002, 6.3679552090792777E+002, 0.0000000000000000E+000, 3.8187271016892701E+001, 0.0000000000000000E+000
